,Person
922,"దుర్గారావు
"
923,"గంగాభవాని
"
924,"కుమారి
"
925,"దుర్గారావు
"
926,"దుర్గారావు
"
927,"గీత
"
928,"గంగోత్రి
"
929,"అరుంధతి
"
930,"కన్యాకుమారి
"
931,"శ్రీలక్ష్మి
"
932,"గంగాభవాని
"
933,"శ్రీ శ్రీ
"
934,"ఉమాభారతి
"
935,"జయలలిత
"
936,"కుమారి
"
937,"జానకిరామ్
"
938,"అశోక
"
939,"ఈశ్వర్
"
940,"దివ్యభాను
"
941,"తాతారావు
"
942,"కృష్ణకాంత్
"
943,"శ్రీనివాసరావు
"
944,"దివాకర్
"
945,"కేశవరావు
"
946,"గంగోత్రి
"
947,"జయంతి రావు
"
948,"అంజన
"
949,"దేవేందర్
"
950,"శ్రీనివాసరావు
"
951,"ఉమాదేవి
"
952,"శ్రీనివాసరావు
"
953,"కృష్ణకుమారి
"
954,"దుర్గారావు
"
955,"కమలాకరరావు
"
956,"దేవీప్రసాద్
"
957,"కన్యాకుమారి
"
958,"దేవదాసు
"
959,"ఆమని
"
960,"తిరుమలరావు
"
961,"ఉమామహేశ్వరరావు
"
962,"దుర్గాభవాని
"
963,"ఉష
"
964,"కుమారి
"
965,"కనకదుర్గ
"
966,"తాతారావు
"
967,"కామాక్షి
"
968,"కమలనాథ్
"
969,"ఆంజనేయులు
"
970,"ఉషాదేవి
"
971,"గీతాంజలి
"
972,"ఏడుకొండలు
"
973,"శ్రీలక్ష్మి
"
974,"ఉషాదేవి
"
975,"దివ్యభాను
"
976,"దైవసహాయం
"
977,"అజై
"
978,"కమలాకరరావు
"
979,"ఈశ్వర్
"
980,"కేశవరావు
"
981,"దీప్తి
"
982,"కిష్టయ్య
"
983,"ఉమాదేవి
"
984,"కామాక్షి
"
985,"ఉమాదేవి
"
986,"కామాక్షి
"
987,"ఉషాదేవి
"
988,"కీరవాణి
"
989,"దివాకర్
"
990,"ఆమని
"
991,"ఇందిర
"
992,"శ్రీనివాసరావు
"
993,"దాక్షాయిని
"
994,"దివ్య
"
995,"దేవేందర్
"
996,"దుర్గాప్రసాద్
"
997,"కోటేశ్వరరావు
"
998,"తిరుమలరావు
"
999,"అరుంధతి
"
1000,"ఆత్రేయ
"
1001,"జానకిరామ్
"
1002,"కిష్టయ్య
"
