,Person
2222,"শচীনদেব বর্মন
"
2223,"পূর্ণেন্দু পত্রী
"
2224,"অভিতাভ বচ্চন
"
2225,"শাম্মী কাপুর
"
2226,"মার্ক বাওচর
"
2227,"বিপাশা বসু
"
2228,"মার্গারেট থেচর
"
2229,"লালু প্রসাদ যাদব
"
2230,"ভিভিএস লক্ষ্মণ
"
2231,"শাহরুক খান
"
2232,"আশাপূর্ণা দেবী
"
2233,"শ্যামাপ্রসাদ মুখার্জী
"
2234,"জ্ঞানেন্দ্র বীর বিক্রম শাহ
"
2235,"আব্দুল করিম তেলগী
"
2236,"গণেশ বসুডিও মাওলঙ্কর
"
2237,"ইন্দ্রজিত্ গুপ্ত
"
2238,"নলিনীকান্ত নবীন
"
2239,"জগমোহন ডালমিয়া
"
2240,"পান্নালাল ঘোষ
"
2241,"শ্রীকান্ত আচার্য্য
"
2242,"গিরিজা প্রসাদ কোইরালা
"
2243,"ধর্মেন্দ্র
"
2244,"বলরাম জাখড়
"
2245,"লালা অমরনাথ
"
2246,"কমল হাসন
"
2247,"বাণী বসু
"
2248,"স্বামী বিবেকানন্দ
"
2249,"অভিষেক বচ্চন
"
2250,"সৈয়ফ আলী খান
"
2251,"বিপাশা বসু
"
2252,"ভিভিএস লক্ষ্মণ
"
2253,"অজয় জাডেজা
"
2254,"ধর্মেন্দ্র
"
2255,"এএল কালীচরণ
"
2256,"সুনীল গঙ্গোপাধ্যায়
"
2257,"পার্থ সেনগুপ্ত
"
2258,"বিপাশা বসু
"
2259,"রাহুল দেব বর্মণ
"
2260,"আব্দুল করিম তেলগী
"
2261,"বসু ভট্টাচার্য
"
2262,"জয় গোস্বামী
"
2263,"দিলীপ কুমার
"
2264,"অনিল কুম্বলে
"
2265,"অর্জুন সিং
"
2266,"ইউসুফ যোহানা
"
2267,"পটটাভি সিতারমৈঞা
"
2268,"যামিনী রায়
"
2269,"গিরিজা প্রসাদ কোইরালা
"
2270,"যামিনী রায়
"
2271,"রজনীকান্ত সেন
"
2272,"পণ্ডিত জ্ঞানপ্রকাশ ঘোষ
"
2273,"চুণী গোস্বামী
"
2274,"অরুন গোয়েল
"
2275,"টোনি ব্লেয়র
"
2276,"রমেশ চন্দ্র দত্ত
"
2277,"অক্ষয় খান্না
"
2278,"টোনি গ্রেগ
"
2279,"শ্রীকান্ত
"
2280,"ভিক্টর ব্যানার্জী
"
2281,"জর্জ ডাব্লু বুশ
"
2282,"সুনীল গঙ্গোপাধ্যায়
"
2283,"সুকুমার রায়
"
2284,"সানিয়া মির্জা
"
2285,"সলিল আংকোলা
"
2286,"কৃষ্ণ প্রসাদ ভট্টরায়
"
2287,"রিকী পন্টিঙ্গ
"
2288,"মাইকেল জ্যাকসন
"
2289,"অমরেশ পুরী
"
2290,"পূর্ণদাস বাউল
"
2291,"কোটা শ্রীনিবাস রাও কোওন্ডমানী
"
2292,"রমেশ চন্দ্র দত্ত
"
2293,"বেনজির ভুট্টো
"
2294,"জিতেন্দ্র
"
2295,"জহির রায়হান
"
2296,"বিষ্ণু সখারাম খান্ডেকর
"
2297,"করণ কাপুর
"
2298,"বিষ্ণু বর্ধন
"
2299,"বেঙ্কইয়া নায়ডু
"
2300,"জ্যোতি বসু
"
2301,"গীতা দত্ত
"
2302,"রবি ঘোষ
"
2303,"আরডব্লু এন্ডারসন
"
2304,"বিষ্ণু দে
"
2305,"মার্গারেট থেচর
"
2306,"দ্বিজেন্দ্রলাল রায়
"
2307,"সরবেশ্বর দয়াল সকসেনা
"
2308,"মহেশ ভুপতি
"
2309,"রবি শাস্ত্রী
"
2310,"প্রতিভা পাটিল
"
2311,"রুমা গুহঠাকুরতা
"
2312,"ইন্দ্র কুমার গুজরাল
"
2313,"উপেন্দ্রনাথ ব্রহ্মচারী
"
2314,"প্রতুল মুখোপাধ্যায়
"
2315,"প্রশান্ত চন্দ্র মহলানবিস
"
2316,"শাহিদ আফ্রিদী
"
2317,"রাজশেখর বসু
"
2318,"লাল বাহাদুর শাস্ত্রী
"
2319,"মহবন অট্টাপট্টু
"
2320,"প্রসূণ মুখার্জী
"
2321,"হেমন্ত মুখার্জী
"
2322,"ওয়াসিম আক্রম
"
2323,"তন্ময় বোস
"
2324,"পন্ডিত অজয় চক্রবর্তী
"
2325,"জীবনানন্দ দাস
"
2326,"শ্যামাপ্রসাদ মুখার্জী
"
2327,"চন্দ্রশেখর
"
2328,"বসু ভট্টাচার্য
"
2329,"রাম মোহন রায়
"
2330,"দালের মেহন্দী
"
2331,"সুমিত্রা নন্দন পন্থ
"
2332,"নয়ন মোঙ্গিয়া
"
2333,"তন্ময় বোস
"
2334,"বসপ্পা ডনপ্পা জন্তী
"
2335,"অঞ্জন দত্ত
"
2336,"সয়াদত আলী মন্টা
"
2337,"নাগেশ্বর নারায়ণ রাও
"
2338,"বিষ্ণু দে
"
2339,"সুরজিত্ সিংহ বরনালা
"
2340,"আঁন্দ্রে আগাসী
"
2341,"সীমা বিশ্বাস
"
2342,"অরুন মিত্র
"
2343,"মেঘনাদ সাহা
"
2344,"বিভূতিভুষণ বন্দ্যোপাধ্যায়
"
2345,"সূর্যকান্ত ত্রিপাঠী নিরালা
"
2346,"রাম মোহন রায়
"
2347,"বরাহগিরী বেঙ্কটগিরী
"
2348,"জ্যাকি শ্রফ
"
2349,"অজিত ওয়াদেকর
"
2350,"যামিনী রায়
"
2351,"মুথইয়া মুরলীধরন
"
2352,"মোহিন্দর অমরনাথ
"
2353,"শাহরুক খান
"
2354,"অবনীনন্দ্রনাথ ঠাকুর
"
2355,"অভিজিত্ চক্রবর্তী
"
2356,"সঞ্জীব কুমার
"
2357,"মার্গারেট থেচর
"
2358,"ডন ব্র্যাডম্যান
"
2359,"প্রভাকরন
"
2360,"চান্কি পান্ডে
"
2361,"ইষা গুহ
"
2362,"অভিজিত্ চক্রবর্তী
"
2363,"পারভেজ মুসারফ
"
2364,"নচিকেতা ঘোষ
"
2365,"পরেশ রাওয়াল
"
2366,"বিষ্ণু বর্ধন
"
2367,"প্রফুল্ল চন্দ্র সেন
"
2368,"বাণী বসু
"
2369,"বসুন্ধরা রাজে সিন্ধিয়া
"
2370,"মধুসূদন দত্ত
"
2371,"হরভজন সিংহ
"
2372,"সলিল চৌধুরী
"
2373,"কঙ্গনা রাউত
"
2374,"মুরলী মোনহর জোশী
"
2375,"জ্ঞানী জৈল সিং
"
2376,"শামশুর রহমান
"
2377,"দেবেশ রায়
"
2378,"লীলা মজুমদার
"
2379,"ঝুম্পা লাহিড়ী
"
2380,"দ্বিজেন্দ্রলাল রায়
"
2381,"অনুপম খের
"
2382,"অমিতাভ দত্ত
"
2383,"জনি লিভার
"
2384,"টিনু আনন্দ
"
2385,"সুরজিত্ সিংহ বরনালা
"
2386,"রিয়া সেন
"
2387,"এপিজে আব্দুল কালাম
"
2388,"সলিল আংকোলা
"
2389,"মোহম্মদ ওয়াসিম হিদায়তুল্লাহ
"
2390,"ভিভিএস লক্ষ্মণ
"
2391,"সলাম জাফর
"
2392,"মুহম্মদ ইউনুস
"
2393,"দিলীপ বেঙ্গশরকার
"
2394,"জীবনানন্দ দাস
"
2395,"পারভেজ মুসারফ
"
2396,"বঙ্কিমচন্দ্র চট্টোপাধ্যায়
"
2397,"বেঙ্কইয়া নায়ডু
"
2398,"জওহরলাল নেহেরু
"
2399,"রিচার্ড হেডলি
"
2400,"সদগোপন রমেশ
"
2401,"সাহিবজাদা ফারুকআলী
"
2402,"সাহিবজাদা ফারুকআলী
"
2403,"জাকির হুসেন
"
2404,"মমুটী
"
2405,"শৈলেন দাশগুপ্ত
"
2406,"শত্রুঘ্ন সিমহা
"
2407,"গণেশ বসুডিও মাওলঙ্কর
"
2408,"জাকির হুসেন
"
2409,"স্টিভ ওয়াগ
"
2410,"শরত বাবু
"
2411,"লিয়োনার্ড ডি ক্যাপ্রিয়ো
"
2412,"গ্যারী ক্রিস্টেন
"
2413,"তন্ময় বোস
"
2414,"ইন্দ্র কুমার গুজরাল
"
2415,"দেবকান্ত বরুয়া
"
2416,"রোনাল্ড রীগন
"
2417,"অশোক সেন
"
2418,"দিলীপ কুমার
"
2419,"বেঙ্কটেশ প্রসাদ
"
2420,"গুলশন গ্রোওয়ার
"
2421,"উত্পল দত্ত
"
2422,"নভজত্ সিং সিদ্ধু
"
2423,"আনন্দশঙ্কর
"
2424,"প্রশান্ত সুর
"
2425,"মনিন্দর সিং
"
2426,"সরফরাজ নওয়াজ
"
2427,"দেবকান্ত বরুয়া
"
2428,"দ্বিজেন্দ্রলাল রায়
"
2429,"সদগোপন রমেশ
"
2430,"সোনিয়া গান্ধী
"
2431,"শচীন রমেশ তেন্ডুলকর
"
2432,"জ্যোতির্ময়ী শিকদার
"
2433,"ইন্দ্রাণী সেন
"
2434,"সীতা রাজ ইয়েচুরী
"
2435,"ইন্দ্রজিত্ গুপ্ত
"
2436,"যামিনী রায়
"
2437,"লাল কৃষ্ণ আদবাণী
"
2438,"গীতা দত্ত
"
2439,"অশোক কুমার মালহোত্রা
"
2440,"জসীমুদ্দিন
"
2441,"রোহন গাওস্কার
"
2442,"সুচিত্রা ভট্টাচার্য
"
2443,"স্টিভ ওয়াগ
"
2444,"বসু ভট্টাচার্য
"
2445,"গোষ্ঠ পাল
"
2446,"বেঙ্কটেশ প্রসাদ
"
2447,"মলাইকা আরোরা
"
2448,"অখিলবন্ধু ঘোষ
"
2449,"গণেশ পাইন
"
2450,"মাইকেল অর্থটন
"
2451,"সরবেশ্বর দয়াল সকসেনা
"
2452,"আমজাদ খান
"
2453,"প্রফুল্ল চন্দ্র সেন
"
2454,"নিলম সঞ্জীবা রেড্ডি
"
2455,"আব্বাসউদ্দিন
"
2456,"ব্রততী বন্দোপাধ্যায়
"
2457,"শাম্মী কাপুর
"
2458,"যামিনী রায়
"
2459,"তপন সাহা
"
2460,"মতি নন্দী
"
2461,"শ্রেয়া ঘোষাল
"
2462,"ইষা গুহ
"
2463,"মোহম্মদ আজহারুদ্দীন
"
2464,"অন্তরা চৌধুরী
"
2465,"প্রণব মুখার্জী
"
2466,"শৈলেন দাশগুপ্ত
"
2467,"উত্তম কুমার
"
2468,"ছবি বিশ্বাস
"
2469,"ধর্মেন্দ্র
"
2470,"অজয় দেবগন
"
2471,"মধুসূদন দত্ত
"
2472,"আব্বাসউদ্দিন
"
2473,"মিহির সেন
"
2474,"রাম মোহন রায়
"
2475,"দিলীপ বেঙ্গশরকার
"
2476,"ঐশ্বর্য রায়
"
2477,"বাণী বসু
"
2478,"লতা মঙ্গেশকর
"
2479,"সঈদ আফ্রিদি
"
2480,"অমর গোপাল বসু
"
2481,"মহবন অট্টাপট্টু
"
2482,"অপর্ণা সেন
"
2483,"সৈকত মিত্র
"
2484,"সত্যেন্দ্রনাথ দত্ত
"
2485,"আকরম খান
"
2486,"রবি শাস্ত্রী
"
2487,"মুরলী মোনহর জোশী
"
2488,"অমর পাল
"
2489,"গুলাম ইশাক খান
"
2490,"জনি লিভার
"
2491,"পরেশ রাওয়াল
"
2492,"অমর বোস
"
2493,"শর্মিলা ঠাকুর
"
2494,"রামকিঙ্কর বাইজ
"
2495,"রিয়া সেন
"
2496,"ফারুক ইঞ্জিনিয়ার
"
2497,"রিকী পন্টিঙ্গ
"
2498,"পণ্ডিত জ্ঞানপ্রকাশ ঘোষ
"
2499,"ক্লাইব লয়েড
"
2500,"রামাস্বামী আইয়র বেঙ্কটরমণ
"
2501,"গুলশন গ্রোওয়ার
"
2502,"জয়ন্ত তালুকদার
"
2503,"নবনীতা দেবসেন
"
2504,"বলাইচাঁদ মুখোপাধ্যায়
"
2505,"পঙ্কজ রায়
"
2506,"আর্থর কলবেল
"
2507,"হরিশ ভিমাণী
"
2508,"বুদ্ধদেব ভট্টাচার্য্য
"
2509,"গিরিজা প্রসাদ কোইরালা
"
2510,"রাণী মুখার্জী
"
2511,"এলন ডোনাল্ড
"
2512,"কালুবিথর্না
"
2513,"অবনীনন্দ্রনাথ ঠাকুর
"
2514,"ইমরান খান
"
2515,"কবীর সুমন
"
2516,"আরুষী আগরওয়াল
"
2517,"কালুবিথর্না
"
2518,"উত্তম কুমার
"
2519,"শিবরাজ পাটিল
"
2520,"নন্দলাল বোস
"
2521,"পারভেজ মুসারফ
"
2522,"অটল বিহারী বাজপেয়ী
"
2523,"দেবকান্ত বরুয়া
"
2524,"গণেশ পাইন
"
2525,"সলিল চৌধুরী
"
2526,"সীমা বিশ্বাস
"
2527,"সোনিয়া গান্ধী
"
2528,"জগদীশ চন্দ্র বসু
"
2529,"স্বপন বসু
"
2530,"উপেন্দ্রকিশোর রায়
"
2531,"প্রশান্ত চন্দ্র মহলানবিস
"
2532,"টোনি গ্রেগ
"
2533,"এলেন ডোনাল্ড
"
2534,"উত্তম কুমার
"
2535,"প্রশান্ত সুর
"
2536,"রাজশেখর বসু
"
2537,"গগন খোডা
"
2538,"গ্যারী ক্রিস্টেন
"
2539,"তসলিমা নাসরীন
"
2540,"এমজিরামচন্দ্রন
"
2541,"বেন কিংগসলে
"
2542,"নন্দলাল বোস
"
2543,"সুচিত্রা ভট্টাচার্য
"
2544,"যামিনী রায়
"
2545,"সলিল আংকোলা
"
2546,"সুকান্ত গঙ্গোপাধ্যায়
"
2547,"মার্ক বাওচর
"
2548,"কে করুণানিধি
"
2549,"সুভাষ চন্দ্র বোস
"
2550,"হৃষিকেশ মুখার্জী
"
2551,"সতীনাথ মুখোপাধ্যায়
"
2552,"হাসান রাজা
"
2553,"দিব্যেন্দু বরুয়া
"
2554,"পারভেজ মুসারফ
"
2555,"অনূপ ঘোষাল
"
2556,"অবনীনন্দ্রনাথ ঠাকুর
"
2557,"চরণ সিংহ
"
2558,"জহির রায়হান
"
2559,"জীবনানন্দ দাস
"
2560,"সূর্য বাহাদুর থাপা
"
2561,"স্টেফন ফ্লেমিং
"
2562,"লাবণি সরকার
"
2563,"নয়ন মোঙ্গিয়া
"
2564,"হৈমন্তী শুক্লা
"
2565,"কণিকা বন্দোপাধ্যায়
"
2566,"ভৈরোঁ সিং শেখাবত
"
2567,"ঋষি কাপুর
"
2568,"কমল হাসন
"
2569,"যামিনী রায়
"
2570,"রমেশ রাঘব
"
2571,"ব্রজেন দাস
"
2572,"কাদের খান
"
2573,"সঞ্জীব কুমার
"
2574,"মানিক বন্দ্যোপাধ্যায়
"
2575,"সঞ্জয় দত্ত
"
2576,"হর্শল গিব্বস
"
2577,"গগন খোডা
"
2578,"ভিভিএস লক্ষ্মণ
"
2579,"শৈলেন মান্না
"
2580,"পুলক বন্দ্যোপাধ্যায়
"
2581,"জর্জ ডাব্লু বুশ
"
2582,"আব্দুল করিম তেলগী
"
2583,"সতীনাথ মুখোপাধ্যায়
"
2584,"সুমিত্রা নন্দন পন্থ
"
2585,"শরত্চন্দ্র চট্টোপাধ্যায়
"
2586,"মোহিন্দর অমরনাথ
"
2587,"মানিক বন্দ্যোপাধ্যায়
"
2588,"ভিভিএস লক্ষ্মণ
"
2589,"সিরাজ বাহুতুলে
"
2590,"হরভজন সিংহ
"
2591,"জয়া বচ্চন
"
2592,"সীমা বিশ্বাস
"
2593,"অজয় জাডেজা
"
2594,"উত্তম কুমার
"
2595,"চন্দ্রু পাল
"
2596,"চক্রবর্তী রাজগোপালাচারী
"
2597,"ব্রজেন দাস
"
2598,"পূর্ণদাস বাউল
"
2599,"দেবেন্দ্রনাথ ঠাকুর
"
2600,"অরুন গোয়েল
"
2601,"হৃষিকেশ মুখার্জী
"
2602,"ইন্দিরা গান্ধী I
"
2603,"অলবর্ট গিলক্রিস্ট
"
2604,"মুস্তাক আহমেদ
"
2605,"শরদিন্দু বন্দ্যোপাধ্যায়
"
2606,"বসু ভট্টাচার্য
"
2607,"বেঙ্কইয়া নায়ডু
"
2608,"গৌতম চট্টোপাধ্যায়
"
2609,"গ্রাহাম গুচ
"
2610,"শ্রীকান্ত আচার্য্য
"
2611,"প্রতিভা পাটিল
"
2612,"ইউসুফ যোহানা
"
2613,"বিষ্ণু সখারাম খান্ডেকর
"
2614,"সাক্লেন মুস্তাক
"
2615,"সুকুমার রায়
"
2616,"অরুন গোয়েল
"
2617,"অংশুমান গায়কোয়ার
"
2618,"সঈদ আনোয়ার
"
2619,"নিলেশ নাদকর্ণী
"
2620,"নিরোদ চন্দ্র চৌধুরী
"
2621,"রুণা লায়লা
"
2622,"বিধান চন্দ্র রায়
"
2623,"অরবিন্দ ডি সিলভা
"
2624,"দেবেশ রায়
"
2625,"গোষ্ঠ পাল
"
2626,"নাগেশ্বর নারায়ণ রাও
"
2627,"মোহম্মদ আলি জিন্না
"
2628,"অজয় দেবগন
"
2629,"কোচরীল রহমান নারায়ন
"
2630,"মল্লিকা শেরাবত
"
2631,"সানিয়া মির্জা
"
2632,"জ্যোতি বসু
"
2633,"প্রেম চোপড়া
"
2634,"কোচরীল রহমান নারায়ন
"
2635,"অমরেশ পুরী
"
2636,"সুভাষ চন্দ্র বোস
"
2637,"পুলক বন্দ্যোপাধ্যায়
"
2638,"শরদিন্দু বন্দ্যোপাধ্যায়
"
2639,"এডম পরোর
"
2640,"রিচার্ড হেডলি
"
2641,"কবীর বেদী
"
2642,"প্রদীপ কুমার ব্যানার্জী
"
2643,"পারভেজ মুসারফ
"
2644,"পণ্ডিত শিব কুমার শর্মা
"
2645,"প্রফুল্ল চন্দ্র সেন
"
2646,"চিত্তরঞ্জন রায়
"
2647,"কাদের খান
"
2648,"শ্রীকান্ত আচার্য্য
"
2649,"আনন্দশঙ্কর
"
2650,"সচ্চিদানন্দ হীরানন্দ বাত্সায়ন অজ্ঞেয়
"
2651,"এপিজে আব্দুল কালাম
"
2652,"সীমা বিশ্বাস
"
2653,"জনি লিভার
"
2654,"অরুন মিত্র
"
2655,"সোনিয়া গান্ধী
"
2656,"বঙ্কিমচন্দ্র চট্টোপাধ্যায়
"
2657,"মহেশ ভুপতি
"
2658,"দ্বিজেন মুখোপাধ্যায়
"
2659,"এনডিরামারাও
"
2660,"সর্বপল্লী রাধাকৃষ্ণণ
"
2661,"শিবরাজ পাটিল
"
2662,"সীমা বিশ্বাস
"
2663,"সিদ্ধার্থ শঙ্কর রায়
"
2664,"সীমা বিশ্বাস
"
2665,"ইষা গুহ
"
2666,"প্রভু দেবা
"
2667,"পটটাভি সিতারমৈঞা
"
2668,"রাণী মুখার্জী
"
2669,"অভিজিত্ চক্রবর্তী
"
2670,"সাদত আলী
"
2671,"স্বামী বিবেকানন্দ
"
2672,"সৈকত মিত্র
"
2673,"অবনীনন্দ্রনাথ ঠাকুর
"
2674,"শেখর কাপুর
"
2675,"চেতন শর্মা
"
2676,"কৃষ্ণ প্রসাদ ভট্টরায়
"
2677,"গোষ্ঠ পাল
"
2678,"সিদ্ধাওনালী নিজালিংগপ্পা
"
2679,"শাহিদ আফ্রিদী
"
2680,"সন্দীপ পাটিল
"
2681,"রমেশ রাঘব
"
2682,"সুনীল গঙ্গোপাধ্যায়
"
2683,"কবীর বেদী
"
2684,"গোবিন্দা
"
2685,"দিবেন্দু পালিত
"
2686,"আগা মোহম্মদ খান
"
2687,"কেশ্রীকান্ত
"
2688,"হর্শল গিব্বস
"
2689,"প্রীতিশ নন্দী
"
2690,"মৌমা দাস
"
2691,"সোনু নিগম
"
2692,"অভিতাভ বচ্চন
"
2693,"বঙ্কিমচন্দ্র চট্টোপাধ্যায়
"
2694,"এলওয়ার্ট এল এ গৌর
"
2695,"রাজীব গান্ধী
"
2696,"জসীমুদ্দিন
"
2697,"দেব আনন্দ
"
2698,"দিবেন্দু পালিত
"
2699,"রাহুল দ্রাবিড়
"
2700,"শিশির কুমার ভাদুরী
"
2701,"এএল কালীচরণ
"
2702,"সমর সেন
"
2703,"মুথইয়া মুরলীধরন
"
2704,"চুণী গোস্বামী
"
2705,"সন্ধ্যা রানী মৃদুল
"
2706,"ত্রিভুবন বীর বিক্রম শাহ
"
2707,"ইন্দ্র কুমার গুজরাল
"
2708,"প্রভাকরন
"
2709,"বেঙ্কটপতি রাজু
"
2710,"তসলিমা নাসরীন
"
2711,"সতীনাথ মুখোপাধ্যায়
"
2712,"সীতা রাজ ইয়েচুরী
"
2713,"গুরুদয়াল সিংহ ঢিল্লন
"
2714,"শ্রীকান্ত আচার্য্য
"
2715,"মনোহর জোশী
"
2716,"জয়ন্ত তালুকদার
"
2717,"চন্দ্রশেখর
"
2718,"জসীমুদ্দিন
"
2719,"জাকির হুসেন
"
2720,"চিত্তরঞ্জন রায়
"
2721,"নচিকেতা ঘোষ
"
2722,"ভিভিয়ান রিচর্ড
"
2723,"সানি দেওল
"
2724,"বিষ্ণু সখারাম খান্ডেকর
"
2725,"কপিল দেব
"
2726,"স্টেফন ফ্লেমিং
"
2727,"সর্বপল্লী রাধাকৃষ্ণণ
"
2728,"কণিকা বন্দোপাধ্যায়
"
2729,"অনুপম খের
"
2730,"রামাস্বামী আইয়র বেঙ্কটরমণ
"
2731,"অল্লু রামালিঙ্গাইহ
"
2732,"ব্রুশ লি
"
2733,"কাজী নজরুল ইসলাম
"
2734,"আসিফ মসুদ করিম
"
2735,"মনোহর জোশী
"
2736,"বিমল কর
"
2737,"প্রভু দেবা
"
2738,"কোটা শ্রীনিবাস রাও কোওন্ডমানী
"
2739,"যামিনী রায়
"
2740,"অরবিন্দ ঘোষ
"
2741,"বেঙ্কইয়া নায়ডু
"
2742,"বঙ্কিমচন্দ্র চট্টোপাধ্যায়
"
2743,"প্রতিভা পাটিল
"
2744,"হাজারি প্রসাদ ত্রিবেদী
"
2745,"অরবিন্দ ঘোষ
"
2746,"রাজেন্দ্র প্রসাদ
"
2747,"প্রিয়াঙ্কা বটেরা
"
2748,"অমর পাল
"
2749,"ওয়াসিম আক্রম
"
2750,"টোনি গ্রেগ
"
2751,"কৃষ্ণ প্রসাদ ভট্টরায়
"
2752,"শিবরাজ পাটিল
"
2753,"মাধবী মুখার্জী
"
2754,"অরুন মিত্র
"
2755,"গোবিন্দা
"
2756,"রুমা গুহঠাকুরতা
"
2757,"অনিল কুম্বলে
"
2758,"বেন কিংগসলে
"
2759,"বাপ্পি লাহিরী
"
2760,"ইন্দিরা গান্ধী I
"
2761,"কপিল দেব
"
2762,"মনমোহন সিং
"
2763,"বিধান চন্দ্র রায়
"
2764,"ইন্জামাম-উল-হক
"
2765,"সচ্চিদানন্দ হীরানন্দ বাত্সায়ন অজ্ঞেয়
"
2766,"চার্লি চ্যাপলিন
"
2767,"সুভাষ মুখোপাধ্যায়
"
2768,"স্বামী বিবেকানন্দ
"
2769,"এলন ডোনাল্ড
"
2770,"গিরিজা প্রসাদ কোইরালা
"
2771,"চিরঞ্জিবী
"
2772,"অক্ষয় খান্না
"
2773,"রামপ্রসাদ সেন
"
2774,"মাইকেল জ্যাকসন
"
2775,"গুলশন গ্রোওয়ার
"
2776,"মনিন্দর সিং
"
2777,"সাহিবজাদা ফারুকআলী
"
2778,"সাবা করিম
"
2779,"শেখ মুজিবুর রহমান
"
2780,"আরুষী আগরওয়াল
"
2781,"প্রদীপ কুমার ব্যানার্জী
"
2782,"গ্রেগ চ্যাপেল
"
2783,"অমর বোস
"
2784,"সুকান্ত ভট্টাচার্য্য
"
2785,"শচীন রমেশ তেন্ডুলকর
"
2786,"দ্বারকানাথ ঠাকুর
"
2787,"মোহম্মদ আজহারুদ্দীন
"
2788,"শিশির কুমার ভাদুরী
"
2789,"পারভেজ মুসারফ
"
2790,"প্রেম চোপড়া
"
2791,"গুরদাস মান
"
2792,"জ্ঞানী জৈল সিং
"
2793,"গোলাম মুস্তফা আলি
"
2794,"রবিন সিং
"
2795,"সঈদ আনোয়ার
"
2796,"চুণী গোস্বামী
"
2797,"হাজারি প্রসাদ ত্রিবেদী
"
2798,"শ্রীকান্ত আচার্য্য
"
2799,"মমুটী
"
2800,"সন্দীপ পাটিল
"
2801,"জ্ঞানী জৈল সিং
"
2802,"শ্রেয়া ঘোষাল
"
2803,"শৈলেন দাশগুপ্ত
"
2804,"বনফুল
"
2805,"আর্থর কলবেল
"
2806,"ওয়াসিম আক্রম
"
2807,"সুকুমার রায়
"
2808,"সানি দেওল
"
2809,"গুরুদয়াল সিংহ ঢিল্লন
"
2810,"এপিজে আব্দুল কালাম
"
2811,"রবিন সিং
"
2812,"পান্নালাল ঘোষ
"
2813,"কণিকা বন্দোপাধ্যায়
"
2814,"মল্লিকার্জুন মসুর
"
2815,"কালুবিথর্না
"
2816,"রাম মোহন রায়
"
2817,"সুনীল দত্ত
"
2818,"মুস্তাক আহমেদ
"
2819,"উপেন্দ্রকিশোর রায়
"
2820,"গিরিজা প্রসাদ কোইরালা
"
2821,"অভিতাভ বচ্চন
"
2822,"স্টেফন ফ্লেমিং
"
2823,"শচীন রমেশ তেন্ডুলকর
"
2824,"ববি দেওল
"
2825,"মোহম্মদ আজহারুদ্দীন
"
2826,"অচিন্তকুমার সেনগুপ্ত
"
2827,"ক্লাইব লয়েড
"
2828,"সীমা বিশ্বাস
"
2829,"জহীর আব্বাস
"
2830,"রামকিঙ্কর বাইজ
"
2831,"পঙ্কজ রায়
"
2832,"প্রশান্ত চন্দ্র মহলানবিস
"
2833,"মুস্তাক আহমেদ
"
2834,"বিনোদ গণপত কাম্বলী
"
2835,"সৌরভ গাঙ্গুলী
"
2836,"প্রভু দেবা
"
2837,"সঞ্জীব কুমার
"
2838,"রণধীর কাপুর
"
2839,"মানিক বন্দ্যোপাধ্যায়
"
2840,"হরপ্রসাদ শাস্ত্রী
"
2841,"শর্মিলা ঠাকুর
"
2842,"অমিতাভ দত্ত
"
2843,"অমিতাভ দত্ত
"
2844,"আর্থর কলবেল
"
2845,"পন্ডিত অজয় চক্রবর্তী
"
2846,"ফিরোজা বেগম
"
2847,"অবে কুরুবিলা
"
2848,"আসিফ মসুদ করিম
"
2849,"নবনীতা দেবসেন
"
2850,"শচীনদেব বর্মন
"
2851,"পূর্ণেন্দু পত্রী
"
2852,"জ্যাক ক্যালিস
"
2853,"সুচিত্রা মিত্র
"
2854,"গুরুদয়াল সিংহ ঢিল্লন
"
2855,"ওয়াকার ইউনুস
"
2856,"প্রেম চোপড়া
"
2857,"সিদ্ধার্থ শঙ্কর রায়
"
2858,"চিরঞ্জিবী
"
2859,"রামপ্রসাদ সেন
"
2860,"অভিজিত্ চক্রবর্তী
"
2861,"চৌধুরী শুজাত হুসেন
"
2862,"দিলীপ কুমার
"
2863,"পণ্ডিত শিব কুমার শর্মা
"
2864,"পণ্ডিত শিব কুমার শর্মা
"
2865,"আবদুল গফ্ফর চৌধুরী
"
2866,"কঙ্কোণা সেন শর্মা
"
2867,"অজিত ওয়াদেকর
"
2868,"নলিনীকান্ত নবীন
"
2869,"রবিন সিং
"
2870,"অজিয় আগরকর
"
2871,"পুরুষোত্তম দাস টন্ডন
"
2872,"শিবরাম চক্রোবর্তী
"
2873,"কাদের খান
"
2874,"সানিয়া মির্জা
"
2875,"রিচার্ড হেডলি
"
2876,"পঙ্কজ রায়
"
2877,"বলাইচাঁদ মুখোপাধ্যায়
"
2878,"ডন ব্র্যাডম্যান
"
2879,"মুথইয়া মুরলীধরন
"
2880,"গ্রেগ চ্যাপেল
"
2881,"গোবিন্দা
"
2882,"আমজাদ খান
"
2883,"মিঠুন চক্রবর্তী
"
2884,"পান্নালাল ঘোষ
"
2885,"আমজাদ খান
"
2886,"মধুসূদন দত্ত
"
2887,"রজনীকান্ত সেন
"
2888,"সুচিত্রা ভট্টাচার্য
"
2889,"সাক্লেন মুস্তাক
"
2890,"আরডব্লু এন্ডারসন
"
2891,"তসলিমা নাসরীন
"
2892,"মহেশ্বেতা দেবী
"
2893,"লাবণি সরকার
"
2894,"জগন্ময় মিত্র
"
2895,"লীলা মজুমদার
"
2896,"সৌমিত্র চ্যাটার্জী
"
