,Person
468,"अनुराधा पोडवाल
"
469,"शिवाजी जाधव
"
470,"अशोक कुमार मल्होत्रा
"
471,"एडम परोरे
"
472,"के.श्रीकांत
"
473,"आशा बगे
"
474,"मीनाक्षी दादरवाला
"
475,"बाळ ठाकरे
"
476,"पंकज उधास
"
477,"अरूण खोपकर
"
478,"जैक कैलिस
"
479,"सदानंद मोरे
"
480,"परवेज़ मुशर्रफ़
"
481,"भालचंद्र नेमाडे
"
482,"ग्राहम गूच
"
483,"वराहगिरी वेंकटगिरी
"
484,"राम बापट
"
485,"शरद पवार
"
486,"आसाराम लोमटे
"
487,"कालूविथर्ना
"
488,"शांता गोखले
"
489,"हरिश्र्चंद्र थोरात
"
490,"प्रतापराव पवार
"
491,"भा.ल.भोळे
"
492,"अमरीश पुरी
"
493,"शत्रुघ्न सिन्हा
"
494,"आसाराम लोमटे
"
495,"अजय देवगन
"
496,"ए.एल. कालीचरण
"
497,"मनोज कुमार
"
498,"ऐश्वर्या राय
"
499,"ऐलेन डोनाल्ड
"
500,"गिरीश कर्नाड
"
501,"दलेर मेंहदी
"
502,"ए.पी.जे. अब्दुल कलाम
"
503,"कमल हासन
"
504,"हेमकिरण पत्की
"
505,"गुरदास मान
"
506,"माइकल जैक्सन
"
507,"नितिन कोत्तापल्ले
"
508,"निखिल चोपड़ा
"
509,"रमेश पानसे
"
510,"देव आनंद
"
511,"हिमांशू स्मार्त
"
512,"विजय तेंडुलकर
"
513,"अशोक रानडे
"
514,"रामास्वामी अइयर वेंकटरमण
"
515,"मुथइया मुरलीधरन
"
516,"भालचंद्ग मुणगेकर
"
517,"राजेन्द्र प्रसाद
"
518,"इंदिरा गांधी
"
519,"प्रतापराव पवार
"
520,"ग्राहम गूच
"
521,"अजय  जडेजा
"
522,"गनेश वासूडिवो मावलंकर
"
523,"केशव दामले
"
524,"मुथइया मुरलीधरन
"
525,"शाहिद अफ़रीदी
"
526,"जतीन वागळे
"
527,"महेश एलकुंचवार
"
528,"अण्णा हजारे
"
529,"इंदिरा गांधी
"
530,"मिलिंद बोकिल
"
531,"अच्युत माने
"
532,"कविता महाजन
"
533,"येसुदास
"
534,"ज्ञानी जैल सिंह
"
535,"रमेश पानसे
"
536,"राजीव नाईक
"
537,"अशोक कुमार मल्होत्रा
"
538,"गुरदास मान
"
539,"जया बच्चन
"
540,"प्रतिभा पाटील
"
541,"लालू प्रसाद यादव
"
542,"अश्विन कर्णिक
"
543,"हरिश्र्चंद्र थोरात
"
544,"वसंत पाटणकर
"
545,"गोविंद केळकर
"
546,"चरण सिंह
"
547,"मोहसिन खान
"
548,"वकार यूनुस
"
549,"इंज़माम-उल- हक
"
550,"राजीव नाईक
"
551,"जहीर अब्बास
"
552,"शम्मी कपूर
"
553,"मीनाक्षी दादरवाला
"
554,"जंती मोहन चंद्र बालयोगी
"
555,"रामदास आठवले
"
556,"पल्लवी कदम
"
557,"आर.आर.पाटील
"
558,"रामास्वामी अइयर वेंकटरमण
"
559,"इंज़माम-उल- हक
"
560,"अशोक जोशी
"
561,"अरूण साधू
"
562,"राजीव गांधी
"
563,"शरद पवार
"
564,"पतंगराव कदम
"
565,"यशंवत पाठक
"
566,"जॉंन्टी रोड्स
"
567,"मेघमाला मगर
"
568,"सदानंद मोरे
"
569,"नवाज़ शरीफ़
"
570,"तारा भवाळकर
"
571,"वसंत आबाजी डहाके
"
572,"जॉनी वॉकर
"
573,"शाहिद अफ़रीदी
"
574,"मंसूर अख्तर
"
575,"ए.एल. कालीचरण
"
576,"नागनाथ कोत्तापल्ले
"
577,"छगन भुजबळ
"
578,"ज़ाकिर हुसैन
"
579,"यूसुफ  योहाना
"
580,"सदानंद मोरे
"
581,"रजनी परूळेकर
"
582,"प्रभाकर पेंढारकर
"
583,"सुशिलकुमार शिंदे
"
584,"एलन डोनाल्ड
"
585,"अभय माणकापूरे
"
586,"गंगाधर पानतावने
"
587,"विष्णू वर्धन
"
588,"हरिश्र्चंद्र थोरात
"
589,"यशंवत पाठक
"
590,"वी.वी.एस. लक्ष्मण
"
591,"किशोर बेडकिहाळ
"
592,"क्लाइव लॉयड
"
