,Person
1426,"குணாலன்.
"
1427,"அல்லு இராமலிங்கையா.
"
1428,"தேவஷீஷ் மொகந்தி.
"
1429,"யோசெப்பு.
"
1430,"இளங்கோ.
"
1431,"அமர்த்யா.
"
1432,"கதர் கான்.
"
1433,"ராகுல் டிராவிட்.
"
1434,"பிரியங்கா வதேரா.
"
1435,"தாமரை.
"
1436,"நயன்.
"
1437,"பாண்டியன்.
"
1438,"அபே குருதிலா.
"
1439,"பாண்டியன்.
"
1440,"அழகு.
"
1441,"அரவிந் தி சில்வா.
"
1442,"வடிவு.
"
1443,"ஜாக்கி சான்.
"
1444,"அம்ஜாத் கான்.
"
1445,"நவாஷ் சரிப்.
"
1446,"நவாஷ் சரிப்.
"
1447,"ஷேக் முஜ்பூர் ரஹ்மான்.
"
1448,"கரிஸ்மா கபூர்.
"
1449,"பொன்மனி.
"
1450,"சுமித்ரா நந்தன் பட்.
"
1451,"மமுட்டி.
"
1452,"பிரபுதேவா.
"
1453,"மொகமத் அலிஜின்னா.
"
1454,"அக்சய் கான்னா.
"
1455,"சய்ப் அலி கான்.
"
1456,"அணிதா
"
1457,"அமிர்தராசன்.
"
1458,"அமிர் சொஹய்ல் கான்.
"
1459,"திலிப் குமார்.
"
1460,"சூர்யா கன்ட் திருபதி நிரலா
"
1461,"மல்லிக்கார்ஜுன் மன்சூர்.
"
1462,"செல்வா.
"
1463,"ஜயன்தி மோகன் சந்திர பாலயோகி.
"
1464,"கண்ணம்மா.
"
1465,"குர்தயால் சிங் தில்லோன்
"
1466,"மன்சூர் அக்தர்.
"
1467,"கண்ணம்மா.
"
1468,"மார்கிரேட் தாட்ச்சர்.
"
1469,"அஜீத் வாடேகர்.
"
1470,"நவ்ஜோத் சிங் சித்து.
"
1471,"பம்கரி இலக்ஷ்மண்.
"
1472,"சுனில் கவாஸ்கர்.
"
1473,"கிருஷ்ன பிரசாத் பட்டரை
"
1474,"அழகு.
"
1475,"கலாமதி.
"
1476,"தங்கம்.
"
1477,"அன்பரசு.
"
1478,"சீத்தா.
"
1479,"ஷோயிப் அக்தர்.
"
1480,"நிகில் சோப்ரா.
"
1481,"செல்லம்மா.
"
1482,"என். டி. ராமாராவ்.
"
1483,"அஜீத் வாடேகர்.
"
1484,"அரவிந் தி சில்வா.
"
1485,"மதிவதனி.
"
1486,"எ. ஆர். ரஹ்மான்.
"
1487,"மனோஜ் குமார்.
"
1488,"தேவ்கன்ட் பருவா.
"
1489,"சந்திப் படேல்.
"
1490,"மேகலை
"
1491,"பென் கிங்ஸ்லி.
"
1492,"திலீபன்.
"
1493,"கலைச்செல்வி.
"
1494,"கபில்தேவ்.
"
1495,"ரோகன் கவஷ்கர்.
"
1496,"வெண்ணிலா.
"
1497,"வேலு
"
1498,"அனுபம் கேர்.
"
1499,"ஆனந்தி.
"
1500,"வைகோ.
"
1501,"சந்தியா ராணி மிர்துல்.
"
1502,"ஹர்ஸ்சில்லே ஜிப்ஸ்.
"
1503,"அஜய் ஜெடேஜா.
"
1504,"குணாலன்.
"
1505,"மொகிந்தர் அமர்நாத்.
"
1506,"கே. கருணாநிதி.
"
1507,"கேரி கிர்ஸ்டன்.
"
1508,"பாப்பி டியோல்.
"
1509,"மரியதாசன்.
"
1510,"சீட்டன் சர்மா.
"
1511,"விநோத் கன்பட் கம்லி.
"
1512,"மேகலை
"
1513,"பொற்கேழ்.
"
1514,"டேவிட் பூன்.
"
1515,"வி.வி.எஸ். லக்ஷ்மன்.
"
1516,"இந்தர் குமார் குஜ்ரால்.
"
1517,"சுதந்திரா.
"
1518,"ராபின் சிங்.
"
1519,"ஆலன் டொனால்ட்.
"
1520,"மல்லிக்கார்ஜுன் மன்சூர்.
"
1521,"சரன் சிங்.
"
1522,"கண்மனி.
"
1523,"ஷோயிப் அக்தர்.
"
1524,"மருதம்.
"
1525,"சூர்யா பஹதுர் தபா.
"
1526,"கவிதா.
"
1527,"பென் கிங்ஸ்லி.
"
1528,"சக்கரவர்த்தி இராஜகோபாலாச்சாரியார்.
"
1529,"மல்லிகை.
"
1530,"சார்லி சாப்லின்.
"
1531,"அன்பரசு.
"
1532,"மனோகர் ஜோஷி.
"
1533,"கண்ணிகா.
"
1534,"ஹுல்பிகர் அலி பூட்டோ.
"
1535,"பிரைன் லாரா.
"
1536,"பர்வேஷ் முஷ்ரப்.
"
1537,"செல்வம்.
"
1538,"பன்டிட் சிவ் குமார் சர்மா.
"
1539,"கிருஷ்ன பிரசாத் பட்டரை
"
1540,"முத்தையா முரலிதரன்.
"
1541,"வள்ளுவன்.
"
1542,"மொகமத் அசாருதின்.
"
1543,"தென்னன்.
"
1544,"ஹமேஷ் ரெஷாமியா.
"
1545,"உதயணன்.
"
1546,"முல்லை.
"
1547,"ஜார்ஜ் டபுள்யூ புஷ்.
"
1548,"அமிர்தா.
"
1549,"கார்ல் ஹூபர்.
"
1550,"சவ்ரவ் கங்குலி.
"
1551,"கே. கருணாநிதி.
"
1552,"நேசமலர்.
"
1553,"லால் கிருஷ்ன அத்வானி.
"
1554,"அங்கயர்கரசி.
"
1555,"ஷேக்ஹர் கபூர்.
"
1556,"ஆடம் பரோரி.
"
1557,"வைகை.
"
1558,"சர்தார் ஹகும் சிங்.
"
1559,"குமரன்.
"
1560,"தங்கம்.
"
1561,"சர்தார் வல்லபாய் படேல்.
"
1562,"செல்வின்.
"
1563,"கலைச்செல்வி.
"
1564,"கேரி கிர்ஸ்டன்.
"
1565,"சோனு நிகம்.
"
1566,"சைய்த் அன்வர்.
"
1567,"தர்மேந்திரன்.
"
1568,"கண்ணம்மா.
"
1569,"அருள்மொழி.
"
1570,"அயன் சாப்பல்.
"
1571,"சுமித்ரா நந்தன் பட்.
"
1572,"மனோஜ் குமார்.
"
1573,"என். டி. ராமாராவ்.
"
1574,"தமிழரசி.
"
1575,"பிரதிபா படேல்.
"
1576,"கார்ல் ஹூபர்.
"
1577,"நீலேஷ் நட்கர்னி.
"
1578,"வடிவுக்கரசி.
"
1579,"ஹசன் ரஜா.
"
1580,"பூங்குழலி.
"
1581,"ஜித்தேந்திரா.
"
1582,"சவ்திரி சுஜாத் ஹுஸ்சன்.
"
1583,"அபிசேக் பச்சன்.
"
1584,"டேவிட் பூன்.
"
1585,"கதிரவன்.
"
1586,"திலிப் குமார்.
"
1587,"பிரதிபா படேல்.
"
1588,"சய்ப் அலி கான்.
"
1589,"கவி, கவிஞ்சன்.
"
1590,"சூர்யா பஹதுர் தபா.
"
1591,"ஹஜாரி பிரசாத் திவேடி.
"
1592,"பரணி.
"
1593,"ராபின் சிங்.
"
1594,"அஸ்வர்யாராய்.
"
1595,"குயில்.
"
1596,"சுந்தரி.
"
1597,"செல்வின்.
"
1598,"புலவன்.
"
1599,"பெர்சிஸ் கம்பட்டா.
"
1600,"கலைச்செல்வன்.
"
1601,"கண்ணன்.
"
1602,"அருஷி அகர்வால்.
"
1603,"அரவிந் தி சில்வா.
"
1604,"திலிப் குமார்.
"
1605,"லால் கிருஷ்ன அத்வானி.
"
1606,"சுந்தரி.
"
1607,"முகம்மது யூனுஸ்.
"
1608,"முருகன்.
"
1609,"அடல் பிகாரி வாஜ்பாய்.
"
1610,"பழனி.
"
1611,"சிவகாமி.
"
1612,"அதியமான்.
"
1613,"எம். ஜி. இராம்ச்சந்திரன்.
"
1614,"ராணி முக்கரஜி.
"
1615,"மேனகா.
"
1616,"யேசுதாசன்.
"
1617,"தேன்மொழி.
"
1618,"தேன்மொழி.
"
1619,"அன்பரசு.
"
1620,"அபிநாவ் பிந்ரா.
"
1621,"ஷாஐகான்.
"
1622,"எ.பி.ஜெ. அப்துல் கலாம்.
"
1623,"நயன்.
"
1624,"சின்னக்கிளி.
"
1625,"பிரபுதேவா.
"
1626,"சிதா ராம் யச்சூரி.
"
1627,"உதயணன்.
"
1628,"அகிலன்.
"
1629,"ராகுல் டிராவிட்.
"
1630,"மேடரிகா பிரசாத் கொய்ராலா.
"
1631,"முத்துமாறன்.
"
1632,"சிந்தாமணி.
"
1633,"முத்தையா முரலிதரன்.
"
1634,"அதியமான்.
"
1635,"மர்வன் அட்டாபட்டு.
"
1636,"அசோக் குமார் மல்கோத்ரா
"
1637,"பரணி.
"
1638,"அஐய்
"
1639,"சுனில் தத்.
"
1640,"ஞாலம்.
"
1641,"பிரபுதேவா.
"
1642,"ஏழுமலை.
"
1643,"ஹரிஷ் பிமானி.
"
1644,"ஷத்ருகன் சிங்கா.
"
1645,"கவி, கவிஞ்சன்.
"
1646,"அபே குருதிலா.
"
1647,"குயில்.
"
1648,"யோசெப்பு.
"
1649,"சிரஞ்சீவி.
"
1650,"ஆனந்தன்.
"
1651,"சிராஜ் பகுதுலே.
"
1652,"எழில்.
"
1653,"கவிதா
"
1654,"சரன் சிங்.
"
1655,"தாமரை.
"
1656,"ஜாவிட் ஜப்ரி.
"
1657,"சிரஞ்சீவி.
"
1658,"சந்துரு பால்.
"
1659,"அம்ஜாத் கான்.
"
1660,"சந்தியா ராணி மிர்துல்.
"
1661,"சர்தார் ஹகும் சிங்.
"
1662,"சந்துரு பால்.
"
1663,"அருங்கேடன்.
"
1664,"இளமுருகு.
"
1665,"சுந்தரி.
"
1666,"சஞ்ஜெய் தத்.
"
1667,"கந்தன்.
"
1668,"கருப்பம்மா.
"
1669,"மன்னன்.
"
1670,"மாறன்.
"
1671,"சித்தவநலி நிஜலிங்கப்பா.
"
1672,"அங்கயர்க்கண்ணி.
"
1673,"மதி.
"
1674,"தமிழரசி.
"
1675,"சலிம் ஜப்பாரி.
"
1676,"கயல்விழி.
"
1677,"சந்துரு பால்.
"
1678,"கோமகள்.
"
1679,"ஆலன் டொனால்ட்.
"
1680,"பாக்கியம்.
"
1681,"சென்னிமலை.
"
1682,"அமிர் சொஹய்ல் கான்.
"
1683,"சச்சின் ரமேஷ் தெண்டுல்கர்
"
1684,"ஹமேஷ் ரெஷாமியா.
"
1685,"அன்பழகன்.
"
1686,"லியோநர்டோ டி காப்ரியோ
"
1687,"சைய்த் அன்வர்.
"
1688,"மதி.
"
1689,"ஜாக்கு காலிஸ்.
"
1690,"எ. ஆர். ரஹ்மான்.
"
1691,"சைய்த் அன்வர்.
"
1692,"அல்பிரட்.
"
1693,"பேகன்.
"
1694,"கார்ல் ஹூபர்.
"
1695,"விஷ்நாத் பிரதாப் சிங்.
"
1696,"யேசுராசா.
"
1697,"நேசமணி.
"
1698,"ஹசன் ரஜா.
"
1699,"தங்கம்.
"
1700,"எ.எல். கலிச்சரன்.
"
1701,"கங்கனா ராநாட்.
"
1702,"கனேஷ் வாசுதேவ் மவலங்கர்.
"
1703,"குர்தயால் சிங் தில்லோன்
"
1704,"அன்பு.
"
1705,"சத்யஜித் ராய்.
"
1706,"சித்ரபதி.
"
1707,"திருமகள்.
"
1708,"எ.பி.ஜெ. அப்துல் கலாம்.
"
1709,"அருஷி அகர்வால்.
"
1710,"கேரி கிர்ஸ்டன்.
"
1711,"அயன் சாப்பல்.
"
1712,"கண்ணம்மா.
"
1713,"அபே குருதிலா.
"
1714,"சலிம் மாலிக்.
"
1715,"சலில் அங்கோலா.
"
1716,"நயன்.
"
1717,"திலிப் வெங்சர்கர்.
"
1718,"ஹர்பஜன் சிங்.
"
1719,"வெங்கட்டபதி ராஜூ.
"
1720,"வசீகரன்.
"
1721,"ஆதி.
"
1722,"யோவான்.
"
1723,"வான்மதி.
"
1724,"ஜாக்கி ஷ்ரோப்.
"
1725,"பக்கருதின் அலி ஹமாத்.
"
1726,"பலிராம் பகட்.
"
1727,"ஆசிப் மசூத் கரிம்.
"
1728,"சிந்தாமணி.
"
1729,"பகவன்.
"
1730,"தமிழ்ச்செல்வி.
"
1731,"எலிசபத்.
"
1732,"சந்திப் படேல்.
"
1733,"மயூரி.
"
1734,"இன்ஜமாம்-உல்-ஹாக்.
"
1735,"வெற்றி.
"
1736,"அம்ரீஸ் பூரி.
"
1737,"அழகன்.
"
1738,"சோனு நிகம்.
"
1739,"செல்வம்.
"
1740,"திலிப் வெங்சர்கர்.
"
1741,"நேசன்.
"
1742,"கொன்கன சென் சர்மா.
"
1743,"கபில்தேவ்.
"
1744,"யாழினி
"
1745,"வள்ளுவன்.
"
1746,"ஜான்னி லிவர்.
"
1747,"சலிம் ஜப்பாரி.
"
1748,"குமரன்.
"
1749,"சிதா ராம் யச்சூரி.
"
1750,"சனத் ஜெயசூரியா.
"
1751,"கிரண்
"
1752,"சிவராஜ் படேல்.
"
1753,"அல்பிரட்.
"
1754,"சித்ரபதி.
"
1755,"எம். எப். ஹஸ்சாய்ன்.
"
1756,"ரன்வீர் கபுர்.
"
1757,"நீலேஷ் நட்கர்னி.
"
1758,"சுதந்திரா.
"
1759,"சத்யஜித் ராய்.
"
1760,"ரிஷி கபூர்.
"
1761,"வேந்தன்.
"
1762,"ஆர்வலன்.
"
1763,"ராம் கோபால் வர்மா.
"
1764,"மணிமொழி.
"
1765,"தென்னரசு.
"
1766,"அல்லு இராமலிங்கையா.
"
1767,"கணையாழி.
"
1768,"ராகுல் காந்தி.
"
1769,"எலிசபத்.
"
1770,"பகவன்.
"
1771,"யோவான்.
"
1772,"எம். ஜி. இராம்ச்சந்திரன்.
"
1773,"கரிகாலன்.
"
1774,"இளமுருகு.
"
1775,"கோசிரில் ரஹ்மான் நாராயனன்.
"
1776,"மணிமொழி.
"
1777,"குலாம் ஐசக் கான்.
"
1778,"ஆர்வலன்.
"
1779,"யேசுதாஸ்.
"
1780,"சரசு.
"
1781,"கோவிந்தா.
"
1782,"சூர்யா பஹதுர் தபா.
"
1783,"குமரன்.
"
1784,"வேலுப்பிள்ளை.
"
1785,"காமாட்சி.
"
1786,"செல்வா.
"
1787,"நீலம் சஞ்ஞீவ ரெட்டி.
"
1788,"பாண்டியன்.
"
1789,"சுந்தரி.
"
1790,"ஸ்டீவ் வாக்.
"
1791,"மங்கயர்க்கரசி.
"
1792,"அறம்.
"
1793,"அய்கிதோ புஜியம்மா.
"
1794,"சக்லேய்ன் முஷ்தக்.
"
1795,"உலகநாதன்.
"
1796,"தையல்நாயகி.
"
1797,"ஹர்ஸ்சில்லே ஜிப்ஸ்.
"
1798,"அழகி.
"
1799,"அம்ஜாத் கான்.
"
1800,"கமுதம்.
"
1801,"அஐய்
"
1802,"மல்லிகா ஷிராவத்.
"
1803,"வாசுகி.
"
1804,"நரேந்திர ஹிர்வானி.
"
1805,"நேசமணி.
"
1806,"மேகலை
"
1807,"சமிந்த வாஸ்.
"
1808,"மதிவதனி.
"
1809,"செல்வின்.
"
1810,"எழில்.
"
1811,"சென்னிமலை.
"
1812,"விறலி.
"
1813,"நீலா.
"
1814,"மைக்கேல் ஜாக்சன்.
"
1815,"ஆர். டபுல்யு. ஆன்டர்சன்.
"
1816,"கோலம்.
"
1817,"மல்லிகா ஷிராவத்.
"
1818,"தமிழரசி.
"
1819,"நயன் மோங்கியா.
"
1820,"சன்னி டியோல்.
"
1821,"ஆதி.
"
1822,"லெட்சுமி.
"
1823,"கருப்பம்மா.
"
1824,"கதிரவன்.
"
1825,"பாப்பி டியோல்.
"
1826,"இந்திரா காந்தி.
"
1827,"விகடகவி.
"
1828,"அசோக் குமார் மல்கோத்ரா
"
1829,"வசுதரா ராஜே சிந்தியா.
"
1830,"கோவிந்தா.
"
1831,"கருணா, கருணை.
"
1832,"பொன்மனி.
"
1833,"கண் விழி.
"
1834,"அன்னம்மா.
"
1835,"இனியன்.
"
1836,"ஷம்மி கபூர்.
"
1837,"சென்னி.
"
1838,"தமிழ்.
"
1839,"வைகோ.
"
1840,"மைக்கேல் ஜாக்சன்.
"
1841,"சக்கரவர்த்தி இராஜகோபாலாச்சாரியார்.
"
1842,"குமணன்.
"
1843,"மயில்.
"
1844,"ஷம்மி கபூர்.
"
1845,"கலைச்செல்வி.
"
1846,"அமுதா.
"
1847,"கிரன்.
"
1848,"லாலு பிரசாத் யாதவ்.
"
1849,"மர்வன் அட்டாபட்டு.
"
1850,"சுமித்ரா நந்தன் பட்.
"
1851,"நயன்.
"
1852,"சன்னி டியோல்.
"
1853,"சந்திப் படேல்.
"
1854,"லாலு பிரசாத் யாதவ்.
"
1855,"அமிர்தராசன்.
"
1856,"குமார் கௌரவ்.
"
1857,"இறைகுமாரன்.
"
1858,"ஜித்தேந்திரா.
"
1859,"பேகன்.
"
1860,"செந்தில், செந்தூர்.
"
1861,"சங்கர் தயால் சர்மா.
"
1862,"விஷ்ணு சக்ஹரம் கந்தேகர்
"
1863,"முத்துமாறன்.
"
1864,"சுடலை மாடன்.
"
1865,"கலைச்செல்வன்.
"
1866,"கமுதம்.
"
1867,"சிந்தாமணி.
"
1868,"சிரிகாந்த்.
"
1869,"மாசிலா.
"
1870,"குயில்.
"
1871,"மேகலை
"
1872,"பல்விந்தர் சந்து.
"
1873,"தையல்நாயகி.
"
1874,"டோனி கிரீக்.
"
1875,"முருகன்.
"
1876,"பரீஷ் ரவால்.
"
1877,"அன்னம்.
"
1878,"செல்வின்.
"
1879,"பர்வேஷ் முஷ்ரப்.
"
1880,"சிதம்பரம்பிள்ளை.
"
1881,"ஜார்ஜ் பெர்னான்டஸ்.
"
1882,"செமியோன், செமியன்.
"
1883,"முத்தையா முரலிதரன்.
"
1884,"ஜார்ஜ் பெர்னான்டஸ்.
"
1885,"பன்டிட் சிவ் குமார் சர்மா.
"
1886,"சலிம் ஜப்பாரி.
"
1887,"ஆலன் டொனால்ட்.
"
1888,"குமரன்.
"
1889,"இனிமை.
"
1890,"கோலமயில்.
"
1891,"திரிபுவன் பீர் பிக்ரம் ஷா.
"
1892,"அரசு.
"
1893,"மன்மோகன் சிங்.
"
1894,"சோனு நிகம்.
"
1895,"அங்கை.
"
1896,"நீலவன்.
"
1897,"செமியோன், செமியன்.
"
1898,"மாலை.
"
1899,"இளையராஜா.
"
1900,"நவ்ஜோத் சிங் சித்து.
"
1901,"சிரஞ்சீவி.
"
1902,"கிருபா.
"
1903,"மாதவி.
"
1904,"ஆல்பிரட் எல்.எ. கோர்.
"
1905,"முத்துக்குமரன்.
"
1906,"உலகநாதன்.
"
1907,"அபே குருதிலா.
"
1908,"வான்மதி.
"
1909,"அழகு.
"
1910,"சூசை.
"
1911,"ஸ்டீபன் ப்பிலமிங்.
"
1912,"கங்கனா ராநாட்.
"
1913,"வாசுகி.
"
1914,"எ.எல். கலிச்சரன்.
"
1915,"அம்ரீஸ் பூரி.
"
1916,"ராபின் சிங்.
"
1917,"நவ்ஜோத் சிங் சித்து.
"
1918,"சுனில் தத்.
"
1919,"சத்யஜித் ராய்.
"
1920,"தலேர் மென்ஹாடி.
"
1921,"சர்வப்பள்ளி ராதாகிருஷ்ணன்
"
1922,"கலாபரன்.
"
1923,"நக்கீரன்.
"
1924,"பன்காஜ் உதாஸ்.
"
1925,"நானா பட்கர்.
"
1926,"கோசிரில் ரஹ்மான் நாராயனன்.
"
1927,"ஏன்டிஃபிளவர்.
"
1928,"திலீபன்.
"
1929,"கலைமகள்.
"
1930,"மொகமத் அசாருதின்.
"
1931,"அருங்கேடன்.
"
1932,"ஆறுமுகம்.
"
1933,"கனேஷ் வாசுதேவ் மவலங்கர்.
"
1934,"மன்னன்.
"
1935,"குலாம் ஐசக் கான்.
"
1936,"விவியன் ரிச்சர்ட்ஸ்.
"
1937,"பலிராம் பகட்.
"
1938,"ராமசுவாமி அய்யர் வெங்கட்ராமன்.
"
1939,"பரீஷ் ரவால்.
"
1940,"அப்துல்லா.
"
1941,"முரலி மனோகர் ஜோசி.
"
1942,"கருணானிதி.
"
1943,"வடிவேல்.
"
1944,"ஜாக்கு காலிஸ்.
"
1945,"மார்கிரேட் தாட்ச்சர்.
"
1946,"ராபின் சிங்.
"
1947,"செல்வா.
"
1948,"தமிழ்.
"
1949,"அக்ரம் கான்.
"
1950,"நிதி.
"
1951,"நிலா.
"
1952,"எம். எப். ஹஸ்சாய்ன்.
"
1953,"எலிசபத்.
"
1954,"காலிட் மசூத்.
"
1955,"எலிசபத்.
"
1956,"சிராஜ் பகுதுலே.
"
1957,"துல்சிகிரி.
"
1958,"பொன்னுமணி.
"
1959,"ஷேக் முஜ்பூர் ரஹ்மான்.
"
1960,"தமிழினி.
"
1961,"ராமசுவாமி அய்யர் வெங்கட்ராமன்.
"
1962,"கலை.
"
1963,"ஆதி.
"
1964,"சீட்டன் சர்மா.
"
1965,"அஐய்
"
1966,"அழகு.
"
1967,"சூர்யா பஹதுர் தபா.
"
1968,"முத்தையா முரலிதரன்.
"
1969,"நயன்.
"
1970,"அனில் கும்பிலே.
"
1971,"மாறன்.
"
1972,"யேசுதாஸ்.
"
1973,"நிலவன்.
"
1974,"தீங்கரும்பு.
"
1975,"இம்ரான் கான்.
"
1976,"கண்ணன்.
"
1977,"மணிக்கொடி.
"
1978,"வாணி.
"
1979,"சந்திரசேகர்.
"
1980,"பல்ரம் ஜாகர்.
"
1981,"பிஷன் சிங் பெடி.
"
1982,"ராணி முக்கரஜி.
"
1983,"ஜாக்கு காலிஸ்.
"
1984,"மகிந்தர் சிங் .
"
1985,"மாசிலா.
"
1986,"இன்பசெல்வன்.
"
1987,"முஷ்தாக் ஹக்மத்.
"
1988,"அக்சய் கான்னா.
"
1989,"நிலவன்.
"
1990,"மதிவதனி.
"
1991,"ஏழுமலை.
"
1992,"வெங்கட் பிரசாத்.
"
1993,"ஜகீர் அப்பாஸ்.
"
1994,"சலிம் மாலிக்.
"
1995,"டோனி கிரீக்.
"
1996,"குட்டி, அரிச்சிகுட்டி.
"
1997,"மல்லிகை.
"
1998,"யேசுதாஸ்.
"
1999,"ஜார்ஜ் டபுள்யூ புஷ்.
"
2000,"இனிமை.
"
2001,"முகில்.
"
2002,"இன்ஜமாம்-உல்-ஹாக்.
"
2003,"தேனு ஆனந்த்.
"
2004,"தென்னன்.
"
2005,"மாறன்.
"
2006,"ஆறுமுகம்.
"
2007,"ஹசன் ரஜா.
"
2008,"கமலஹாசன்.
"
2009,"மயூரன்.
"
2010,"மன்மோகன் சிங்.
"
2011,"சிந்தாமணி.
"
2012,"பாப்பி டியோல்.
"
2013,"மன்னன்.
"
2014,"விறலி.
"
2015,"கொன்கன சென் சர்மா.
"
2016,"சீத்தா.
"
2017,"பெனாஜிர் பூட்டோ.
"
2018,"திலீபன்.
"
2019,"புகழ்.
"
2020,"சிரஞ்சீவி.
"
2021,"வான்மதி.
"
2022,"விது விநோத் சோப்ரா.
"
2023,"சிவகாமி.
"
2024,"திரிபுவன் பீர் பிக்ரம் ஷா.
"
2025,"மகேஷ் பூபதி.
"
2026,"எ.பி.ஜெ. அப்துல் கலாம்.
"
2027,"கிஷோர் குமார்.
"
2028,"ஜாக்கி சான்.
"
2029,"அப்துல் கரிம் தெல்கி.
"
2030,"பகவன்.
"
2031,"திலீபன்.
"
2032,"மயூரன்.
"
2033,"வெற்றி.
"
2034,"பிரியங்கா வதேரா.
"
2035,"மர்வன் அட்டாபட்டு.
"
2036,"பூவாத்தி.
"
2037,"புருஷோத்தம் தாஷ் தான்டன்
"
2038,"அப்துல்லா.
"
2039,"ஷம்மி கபூர்.
"
2040,"சென்னி.
"
2041,"அமிர் சொஹய்ல் கான்.
"
2042,"பிஷேஷ்வர் பிரசாத் கொய்ராலா.
"
2043,"சுமித்ரா நந்தன் பட்.
"
2044,"உதயணன்.
"
2045,"வேலு
"
2046,"ஹர்பஜன் சிங்.
"
2047,"அம்ரீஸ் பூரி.
"
2048,"சச்சின் ரமேஷ் தெண்டுல்கர்
"
2049,"வளம்.
"
2050,"இராவணன்.
"
2051,"விகடன்.
"
2052,"சுதந்திரா.
"
2053,"தென்னரசு.
"
2054,"மொசின் கான்.
"
2055,"ஆலன் டொனால்ட்.
"
2056,"சிந்தாமணி.
"
2057,"சூர்யா பஹதுர் தபா.
"
2058,"அம்ஜாத் கான்.
"
2059,"ஜாக்கி சான்.
"
2060,"பலிராம் பகட்.
"
2061,"அபிநாவ் பிந்ரா.
"
2062,"சிரினிவாச ராவ் கொண்டாமணி.
"
2063,"தமிழரசி.
"
2064,"அபிநாவ் பிந்ரா.
"
2065,"மாசிலா.
"
2066,"ஆந்ரே அகாசி.
"
2067,"நவாஷ் சரிப்.
"
2068,"சென்னி.
"
2069,"கதர் கான்.
"
2070,"இன்பா.
"
2071,"மயில்.
"
2072,"அப்துல்லா.
"
2073,"மாதவன்.
"
2074,"ராமசுவாமி அய்யர் வெங்கட்ராமன்.
"
2075,"கிரக் சாப்பல்.
"
2076,"தாமரை.
"
2077,"அங்கை.
"
2078,"சிதம்பரம்.
"
2079,"ராணி முக்கரஜி.
"
2080,"ஜாகிர் ஹஸ்னய்ன்.
"
2081,"நயன் மோங்கியா.
"
2082,"செல்வன்.
"
2083,"வளத்தக்காள்.
"
2084,"அஐய்
"
2085,"சாதத் அலி மன்டோ.
"
2086,"எம். ஜி. இராம்ச்சந்திரன்.
"
2087,"பிஷேஷ்வர் பிரசாத் கொய்ராலா.
"
2088,"வேலுப்பிள்ளை.
"
2089,"தமிழ்ச்செல்வி.
"
2090,"வரஹகிரி வெங்கட்டகிரி.
"
2091,"பாண்டியன்.
"
2092,"பரணி.
"
2093,"லெட்சுமி.
"
2094,"மருதா.
"
2095,"தமிழினி.
"
2096,"அன்பழகன்.
"
2097,"வெற்றி.
"
2098,"ஜார்ஜ் பெர்னான்டஸ்.
"
2099,"சமிந்த வாஸ்.
"
2100,"இனியாள்.
"
2101,"வெங்கய்யா நாய்டு.
"
2102,"கணிமொழி.
"
2103,"ஷோயிப் அக்தர்.
"
2104,"கொன்கன சென் சர்மா.
"
2105,"கபில்தேவ்.
"
2106,"அஜய் தேவ்கன்.
"
2107,"அக்ரம் கான்.
"
2108,"என். டி. ராமாராவ்.
"
2109,"ஆசிப் மசூத் கரிம்.
"
2110,"செல்வம்.
"
2111,"கவாளா மொய்னுதின் சிஸ்டி
"
2112,"அணிதா
"
2113,"மாலை.
"
2114,"மகேஷ் பூபதி.
"
2115,"பிரபாகரன்.
"
2116,"உதித் நாராயன்.
"
2117,"சாதத் அலி மன்டோ.
"
2118,"நீதி.
"
2119,"லால் கிருஷ்ன அத்வானி.
"
2120,"மிதுன் சக்கரவர்த்தி.
"
2121,"தங்கம்மா.
"
2122,"பல்விந்தர் சந்து.
"
2123,"மைக்கேல் ஜாக்சன்.
"
2124,"ராஜேஷ் கன்னா.
"
2125,"ஆலன் டோனால்ட்.
"
2126,"கரிஸ்மா கபூர்.
"
2127,"உலகநாதன்.
"
2128,"கோவிந்தா.
"
2129,"யோசெப்பு.
"
2130,"லால் பகதூர் சாஸ்திரி.
"
2131,"பூங்குழலி.
"
2132,"செல்வமணி.
"
2133,"மாதவன்.
"
2134,"அகிலன்.
"
2135,"பொற்கேழ்.
"
2136,"உதயணன்.
"
2137,"ராணி முக்கரஜி.
"
2138,"கலைச்செல்வி.
"
2139,"தேவஷீஷ் மொகந்தி.
"
2140,"மயில்.
"
2141,"செயா பச்சன்.
"
2142,"கமுதம்.
"
2143,"கலா
"
2144,"ஹமேஷ் ரெஷாமியா.
"
2145,"அழகு.
"
2146,"கிலைவ் லியோட்.
"
2147,"கனி.
"
2148,"திலிப் குமார்.
"
2149,"அருங்கேடன்.
"
2150,"ஸ்டீபன் ப்பிலமிங்.
"
2151,"அபே குருதிலா.
"
2152,"மதிவதனி.
"
2153,"முஷ்தாக் ஹக்மத்.
"
2154,"மதிவதனி.
"
2155,"ஹன்சி குரோஞ்சே.
"
2156,"அஜய் தேவ்கன்.
"
2157,"பாண்டியன்.
"
2158,"ஷாஐகான்.
"
2159,"அருண் கோயல்.
"
2160,"செல்லகிளி.
"
2161,"தேவ் ஆனந்த்.
"
2162,"செயா பச்சன்.
"
2163,"சித்ரபதி.
"
2164,"சுனில் தத்.
"
