,Place
962,"ஜோவாய்
"
963,"சிப்லன்
"
964,"கோகிமா
"
965,"டிப்ருகர்
"
966,"ஈரோடு
"
967,"பிகார் ஷரிப்
"
968,"லடக்
"
969,"தேனீ
"
970,"தர்பங்கா
"
971,"ஜோத்பூர்
"
972,"ரத்னாகார்
"
973,"அம்பாலா
"
974,"பித்தவ்ராகர்
"
975,"அலிகார்
"
976,"W2.75.கங்காநகர்
"
977,"ஈடாநகர்
"
978,"காட்டம்பூர்
"
979,"பிலனி
"
980,"ஆஹம்கர்
"
981,"சிரிகங்கநகர்
"
982,"பிலனி
"
983,"பங்குடா
"
984,"உன்னாவ்
"
985,"பெரம்பலூர்
"
986,"கூர்கு
"
987,"காட்டம்பூர்
"
988,"லோஹார்டகா
"
989,"எர்ணாகுலம்
"
990,"பத்ரக்
"
991,"லோஹார்டகா
"
992,"ஊஸ்மனாபாத்
"
993,"நாக்பூர்
"
994,"ஜலந்தர்
"
995,"புவனேஷ்வர்
"
996,"பத்துவா
"
997,"கட்டாக்
"
998,"கோட்டையம்
"
999,"மிர்ஜாப்பூர்
"
1000,"திம்மாப்பூர்
"
1001,"குர்ஜா
"
1002,"திருச்சூர்
"
1003,"லடக்
"
1004,"சில்சர்
"
1005,"லடக்
"
1006,"காலஹந்தி
"
1007,"அதிலாபாத்
"
1008,"பஸ்தி
"
1009,"ஜார்சுகரா
"
1010,"சதாரா
"
1011,"குருசியங்
"
1012,"காட்டம்பூர்
"
1013,"திருவள்ளூர்
"
1014,"அம்ரித்சர்
"
1015,"ரிஷிகேஷ்
"
1016,"பில்வாடா
"
1017,"தேனீ
"
1018,"கோர்பா
"
1019,"ஜல்கோன்
"
1020,"வாரனாசி பனாரஸ்
"
1021,"விலாஸ்புர்
"
1022,"ஆசன்சோல்
"
1023,"பிகார் ஷரிப்
"
1024,"சுந்தர்கர்
"
1025,"ஜோத்பூர்
"
1026,"தர்மசாலா
"
1027,"W2.72.கம்மம்
"
1028,"திண்டுக்கல்
"
1029,"தூத்துக்குடி
"
1030,"அனந்பூர்
"
1031,"திருச்சூர்
"
1032,"லகீம்பூர்-கிரி
"
1033,"இம்பால்
"
1034,"லூதியானா
"
1035,"கூடுகாவ்ங்
"
1036,"கோல்பரா
"
1037,"லோஹார்டகா
"
1038,"சுபாவ்ல்
"
1039,"பைய்சலபாத்
"
1040,"டோடா
"
1041,"விஜெய்வாடா
"
1042,"கொட்டா
"
1043,"ஹோசியாபூர்
"
1044,"லே
"
1045,"நாகப்பட்டினம்
"
1046,"யஷ்வந்பூர்
"
1047,"ராம்கர்
"
1048,"அஜ்மீர்
"
1049,"விருதுநகர்
"
1050,"ரோபட்
"
1051,"சீவ்சாகர்
"
1052,"வெல்லூர்
"
1053,"ரத்னகிரி
"
1054,"மிர்ஜாப்பூர்
"
1055,"ஹல்த்வானி
"
1056,"ஹாபுட்
"
1057,"திருச்சூர்
"
1058,"ரோஸ்தா
"
1059,"அகர்தலா
"
1060,"உடுப்பி
"
1061,"பிகின்ட்
"
1062,"ஹாசன்
"
1063,"ரத்லம்
"
1064,"குர்தாஸ்பூர்
"
1065,"ஹாசன்
"
1066,"சிக்மங்லூர்
"
1067,"பீஜப்பூர்
"
1068,"பிலாஸ்பூர்
"
1069,"சிரிக்காகூலம்
"
1070,"கடிஹார்
"
1071,"கோடரம்மா
"
1072,"காலின்பொங்
"
1073,"ஹல்தியா
"
1074,"பின்பரி
"
1075,"நாசிக்
"
1076,"சோம்நாத்
"
1077,"முஜாப்பர்நகர்
"
1078,"ராஜ்முந்தரி
"
1079,"தித்லாகர்
"
1080,"ஜாம்செட்பூர்
"
1081,"ஜுன்ஞ்ஜுன்னு
"
1082,"ஏட்டா
"
1083,"லகீம்பூர்-கிரி
"
1084,"சொபூர்
"
1085,"விருதுநகர்
"
1086,"டார்ஜிலிங்
"
1087,"நன்டேட்
"
1088,"குருசியங்
"
1089,"சோபன்
"
1090,"குஹாத்தி
"
1091,"கொண்டா
"
1092,"ரோஸ்தா
"
1093,"கூடுகாவ்ங்
"
1094,"புருலியா
"
1095,"வாரங்கல்
"
1096,"கோர்பா
"
1097,"ஈரோடு
"
1098,"அங்கலேஷ்வர்
"
1099,"ஜான்சி
"
1100,"கொச்சின்
"
1101,"ஹல்தியா
"
1102,"டோடா
"
1103,"மதுரை
"
1104,"மாதேபூர்
"
1105,"பிலாஸ்பூர்
"
1106,"பிலாய்
"
1107,"பேய்துல்
"
1108,"பூரி
"
1109,"தியூன்சங்
"
1110,"சம்பவத்
"
1111,"ஹம்பி
"
1112,"சிம்லா
"
1113,"ஜல்கோன்
"
1114,"மோதிஹரி
"
1115,"ஜாம்செட்பூர்
"
1116,"நர்வர்
"
1117,"பாவபூரி
"
1118,"கோபால்பூர்
"
1119,"பேய்துல்
"
1120,"கோயம்பத்தூர்
"
1121,"வாஸ்கோட கமா
"
1122,"குசிரா ச்சுனார்
"
1123,"பூனே
"
1124,"நோய்டா
"
1125,"பர்தமான்
"
1126,"விழுப்புரம்
"
1127,"புவனேஷ்வர்
"
1128,"கொண்டா
"
1129,"கன்னவ்ஜ்
"
1130,"ஈரோடு
"
1131,"மீர்பூர்
"
1132,"கட்டாக்
"
1133,"எர்ணாகுலம்
"
1134,"திருவாரூர்
"
1135,"பில்வாடா
"
1136,"முஜாப்பர்நகர்
"
1137,"மோதிஹரி
"
1138,"ரோபட்
"
1139,"W2.73.குர்ஜா
"
1140,"மும்பாய்
"
1141,"ஜரியா
"
1142,"லகீம்பூர்-கிரி
"
1143,"திம்மாப்பூர்
"
1144,"சோம்நாத்
"
1145,"ஊஸ்மனாபாத்
"
1146,"நீலகிரி
"
1147,"கடலூர்
"
1148,"பத்ரக்
"
1149,"குர்தாஸ்பூர்
"
1150,"அக்பர்பூர்
"
1151,"வல்லாப்கர்
"
1152,"புலன்ஷாகர்
"
1153,"ஜலந்தர்
"
1154,"பாகல்பூர்
"
1155,"பந்டர்பூர்
"
1156,"கொண்டா
"
1157,"தாம்பரம்
"
1158,"அலிகார்
"
1159,"திருச்சூர்
"
1160,"புருலியா
"
1161,"பிலாஸ்பூர்
"
1162,"சந்திகார்
"
1163,"ரத்னகிரி
"
1164,"திருச்சூர்
"
1165,"பிகனேர்
"
1166,"மதுரா
"
1167,"நசிபபாத், டாடாநகர்
"
1168,"கோடரம்மா
"
1169,"பேய்துல்
"
1170,"மெசனா
"
1171,"சிப்லன்
"
1172,"புருலியா
"
1173,"பேய்துல்
"
1174,"அதிலாபாத்
"
1175,"பாகல்பூர்
"
1176,"ஹரிடவார்
"
1177,"ஜரியா
"
1178,"துரா
"
1179,"வல்லாப்கர்
"
1180,"கன்னவ்ஜ்
"
1181,"காந்திநகர்
"
1182,"திருவள்ளூர்
"
1183,"பன்ஜி
"
1184,"ஜாம்நகர்
"
1185,"ரத்னகிரி
"
1186,"லட்னு
"
1187,"கூர்கு
"
1188,"ஜோவாய்
"
1189,"பட்டான்கோட்
"
1190,"பெகுசராய்
"
1191,"ராம்கர்
"
1192,"மவனா
"
1193,"குசிரா ச்சுனார்
"
1194,"நீலகிரி
"
1195,"துர்காபுர்
"
1196,"கான்பூர்
"
1197,"டேராடூண்
"
1198,"டிப்ருகர்
"
1199,"ஜரியா
"
1200,"கோலாப்பூர்
"
1201,"சத்ரா
"
1202,"குவாலியர்
"
1203,"மவனா
"
1204,"குல்லு
"
1205,"விரவல்
"
1206,"ச்சுடசந்பூர்
"
1207,"சிரிக்காகூலம்
"
1208,"மோகோக்சங்
"
1209,"குசிரா ச்சுனார்
"
1210,"குல்லு
"
1211,"பிகனேர்
"
1212,"ஹஜாரிபாக்
"
1213,"சோபன்
"
1214,"சில்சர்
"
1215,"எர்ணாகுலம்
"
1216,"ஹாசன்
"
1217,"ஆஹம்கர்
"
1218,"ஈடாநகர்
"
1219,"புருலியா
"
1220,"ரோபட்
"
1221,"கொண்டா
"
1222,"மைசூர்
"
1223,"தமோ
"
1224,"தேவ்கர்
"
1225,"வாரங்கல்
"
1226,"பேய்துல்
"
1227,"லடக்
"
1228,"பிபலி
"
1229,"பரோடா
"
1230,"பின்பரி
"
1231,"அதிலாபாத்
"
1232,"ஈடாநகர்
"
1233,"மீர்பூர்
"
1234,"சதாரா
"
1235,"வெல்லூர்
"
1236,"அலவார்
"
1237,"ஜெய்சல்மேர்
"
1238,"கூடுகாவ்ங்
"
1239,"காலஹந்தி
"
1240,"சம்பல்பூர்
"
1241,"W2.72.கம்மம்
"
1242,"கத்ரா
"
1243,"ஹோசியாபூர்
"
1244,"காவத்தி
"
1245,"தித்லாகர்
"
1246,"டிப்ருகர்
"
1247,"தித்லாகர்
"
1248,"காஜிபூர்
"
1249,"பன்ஜி
"
1250,"சீவ்சாகர்
"
1251,"பிரோஜாபாத்
"
1252,"ஹம்பி
"
1253,"ஈடுகி
"
1254,"ஹலகாபாத்
"
1255,"பெல்கோவ்
"
1256,"பெல்கோவ்
"
1257,"பிஜ்னோர்
"
1258,"சாஹிப்கஞ்
"
1259,"மசூரி
"
1260,"பூரி
"
1261,"பைய்ஜாபாத்
"
1262,"தர்பங்கா
"
1263,"காஞ்சிபுரம்
"
1264,"மாதேபூர்
"
1265,"ராஜோரி
"
1266,"காட்டம்பூர்
"
1267,"நெல்லூர்
"
1268,"பட்டான்கோட்
"
1269,"விழுப்புரம்
"
1270,"பைய்ஜாபாத்
"
1271,"தின்சுகிய
"
1272,"உதய்ப்பூர்
"
1273,"கோர்பா
"
1274,"பெர்மோ
"
1275,"சேலம்
"
1276,"பூர்னியா
"
1277,"திருச்சி
"
1278,"ரிவா
"
1279,"பின்பரி
"
1280,"பிலாய்
"
1281,"தேவரியா
"
1282,"கொரக்பூர்
"
1283,"கொல்கத்தா கல்கத்தா
"
1284,"பஸ்தி
"
1285,"டேராடூண்
"
1286,"சிரிநகர்
"
1287,"பரவ்னி
"
1288,"நாக்பூர்
"
1289,"லே
"
1290,"மைசூர்
"
1291,"W2.75.கங்காநகர்
"
1292,"கொரக்பூர்
"
1293,"திருவாரூர்
"
1294,"குருக்சேத்ரா
"
1295,"பிரோஜாபாத்
"
1296,"பெகுசராய்
"
1297,"தித்லாகர்
"
1298,"பெர்மோ
"
1299,"அவ்ரங்காபாத்
"
1300,"சிமாதேகா
"
1301,"பிலிபிட்
"
1302,"ஹகமதாபாத்
"
1303,"ஹங்லாங்
"
1304,"வாரங்கல்
"
1305,"மாதேபூர்
"
1306,"கோபால்பூர்
"
1307,"சோலன்
"
1308,"பில்வாடா
"
1309,"தேவ்கர்
"
1310,"கூர்கு
"
1311,"சோம்நாத்
"
1312,"ஜபல்பூர்
"
1313,"ஹகமதாபாத்
"
1314,"பட்டான்கோட்
"
1315,"ஜஸ்பூர்
"
1316,"மவனா
"
1317,"ஜெய்பூர்
"
1318,"தூர்க்
"
1319,"ஹாபுட்
"
1320,"திண்டுக்கல்
"
1321,"ஹல்த்வானி
"
1322,"வர்தா
"
1323,"சேனாபதி
"
1324,"ஜரியா
"
1325,"சுபாவ்ல்
"
1326,"கயம்கஞ்ஜ்
"
1327,"கொரக்பூர்
"
1328,"ரோபட்
"
1329,"பில்வாடா
"
1330,"தூத்துக்துடி
"
1331,"திருச்சிராப்பள்ளி
"
1332,"கான்பூர்
"
1333,"கோல்பரா
"
1334,"மதுபன்
"
1335,"ஹமீர்பூர்
"
1336,"ஜார்சுகரா
"
1337,"ஊஸ்மனாபாத்
"
1338,"அம்ராவதி
"
1339,"பாலசோர்
"
1340,"ராஜ்கோட்
"
1341,"பத்துவா
"
1342,"காட்சிலா
"
1343,"பிரோஜாபாத்
"
1344,"ஹர்டோய்
"
1345,"பத்ரக்
"
1346,"குஹாத்தி
"
1347,"லக்னோ
"
1348,"ரய்ரங்பூர்
"
1349,"கத்ரா
"
1350,"ஜரியா
"
1351,"கூச்பிஹார்
"
1352,"சதாரா
"
1353,"அம்ரித்சர்
"
1354,"தின்சுகிய
"
1355,"குசிரா ச்சுனார்
"
1356,"ஹாபுட்
"
1357,"கங்டோக்
"
1358,"பீதர்
"
1359,"ரிவா
"
1360,"கொரக்பூர்
"
1361,"டேராடூண்
"
1362,"ஜல்கோன்
"
1363,"தில்லி, நியூ டெல்லி
"
1364,"பிரோஜ்பூர்
"
1365,"நசிபபாத், டாடாநகர்
"
1366,"கூச்பிஹார்
"
1367,"ஹல்த்வானி
"
1368,"ஜஸ்பூர்
"
1369,"ரிவா
"
1370,"கரூர்
"
1371,"ஹமீர்பூர்
"
1372,"அகோலா
"
1373,"பரத்பூர்
"
1374,"சோபன்
"
1375,"கிரிடி
"
1376,"ஜாம்செட்பூர்
"
1377,"பிபலி
"
1378,"கண்ணியக்குமரி
"
1379,"கொல்கத்தா கல்கத்தா
"
1380,"மோகோக்சங்
"
1381,"சோம்நாத்
"
1382,"பட்னா
"
1383,"பிகனேர்
"
1384,"துரா
"
1385,"பந்ஸ்பாடா
"
1386,"மெசனா
"
1387,"காந்திநகர்
"
1388,"பிஞ்ஜவுர்
"
1389,"பரோடா
"
1390,"தில்லி, நியூ டெல்லி
"
1391,"பந்ஸ்பாடா
"
1392,"ஆஹம்கர்
"
1393,"பங்குடா
"
1394,"ஜாம்செட்பூர்
"
1395,"அனந்பூர்
"
1396,"தித்லாகர்
"
1397,"அங்கலேஷ்வர்
"
1398,"தும்கூர்
"
1399,"திருவாரூர்
"
1400,"ஹைதராபாத்
"
1401,"ஹரிடவார்
"
1402,"காலின்பொங்
"
1403,"சேனாபதி
"
1404,"ஜல்பைகுடி
"
1405,"பத்துவா
"
1406,"பட்டான்கோட்
"
1407,"கத்ரா
"
1408,"போக்காரோ
"
1409,"ஹோசங்காபாத்
"
1410,"பேங்களுர்
"
1411,"ஜெய்பூர்
"
1412,"சாஹிப்கஞ்
"
1413,"ஈடாநகர்
"
1414,"கும்லா
"
1415,"அம்ரித்சர்
"
1416,"முஜாப்பர்பூர்
"
1417,"அதிலாபாத்
"
1418,"பூரி
"
1419,"சன்ட ரவிதாஸ் நகர்
"
1420,"ஹல்தியா
"
1421,"சிரிநகர்
"
1422,"பைய்ஜாபாத்
"
1423,"அனந்த்நாக்
"
1424,"நன்டேட்
"
1425,"ராஜோரி
"
1426,"ஹமீர்பூர்
"
1427,"பேய்துல்
"
1428,"புதுக்கோட்டை
"
1429,"போக்காரோ
"
1430,"ஜோவாய்
"
1431,"ஹர்டோய்
"
1432,"சிப்லன்
"
1433,"போக்காரோ
"
1434,"பீகார்
"
1435,"ராஜோரி
"
1436,"ஹாப்லங்
"
1437,"தூத்துக்குடி
"
1438,"ஈடுகி
"
1439,"பூரி
"
1440,"தூத்துக்குடி
"
1441,"நாமக்கல்
"
1442,"பெர்மோ
"
1443,"ஜம்மு
"
1444,"திருச்சூர்
"
1445,"கோர்பா
"
1446,"ஜல்பைகுடி
"
1447,"ராமநாதபுரம்
"
1448,"கொரக்பூர்
"
1449,"பாகல்பூர்
"
1450,"தார்வாட்
"
1451,"மீர்பூர்
"
1452,"ராய்பூர்
"
1453,"W2.76.கயா
"
1454,"பிஜ்னோர்
"
1455,"காட்டம்பூர்
"
1456,"காவத்தி
"
1457,"தேவரியா
"
1458,"பெகுசராய்
"
1459,"அலிகார்
"
1460,"மும்பாய்
"
1461,"பெர்மோ
"
1462,"மாதேபூர்
"
1463,"டார்ஜிலிங்
"
1464,"ஜெய்சல்மேர்
"
1465,"பைய்சலபாத்
"
1466,"ரோபட்
"
1467,"பிரயாக்
"
1468,"சில்சர்
"
1469,"சத்ரா
"
1470,"மதுரா
"
1471,"கொச்சி
"
1472,"சமஸ்திபூர்
"
1473,"பாகல்பூர்
"
1474,"சங்லங்
"
1475,"ரிவா
"
1476,"ஜபல்பூர்
"
1477,"கூர்கு
"
1478,"ரோஸ்தா
"
1479,"கம்பில்
"
1480,"சிமாதேகா
"
1481,"பூரி
"
1482,"காலிகட்
"
1483,"தர்மசாலா
"
1484,"பிலாய்
"
1485,"ராமநாதபுரம்
"
1486,"ரத்னாகார்
"
1487,"முஜாப்பர்நகர்
"
1488,"காலின்பொங்
"
1489,"வாஸ்கோட கமா
"
1490,"பைய்ஜாபாத்
"
1491,"ரிஷிகேஷ்
"
1492,"ஈடாரசி
"
1493,"மதுரா
"
1494,"ஜுன்ஞ்ஜுன்னு
"
1495,"சுபாவ்ல்
"
1496,"சங்லங்
"
1497,"பரிதாபாத்
"
1498,"நாமக்கல்
"
1499,"பிபலி
"
1500,"மாதேபூர்
"
1501,"குசிரா ச்சுனார்
"
1502,"இண்டூர்
"
1503,"ராஜ்கார்
"
1504,"ஜாம்செட்பூர்
"
1505,"பெல்கோவ்
"
1506,"முஜாப்பர்பூர்
"
1507,"பிலிபிட்
"
1508,"டார்ஜிலிங்
"
1509,"ஹரிடவார்
"
1510,"சிவகங்கை
"
1511,"ஜுன்ஞ்ஜுன்னு
"
1512,"ஹல்தியா
"
1513,"பந்ஸ்பாடா
"
1514,"ஈடாரசி
"
1515,"திண்டுக்கல்
"
1516,"ராய்பூர்
"
1517,"அலவார்
"
1518,"கத்ரா
"
1519,"மசூரி
"
1520,"தியூன்சங்
"
1521,"திருவாரூர்
"
1522,"சத்ரா
"
1523,"சுபாவ்ல்
"
1524,"காஞ்சிபுரம்
"
1525,"ஜலந்தர்
"
1526,"ஊஸ்மனாபாத்
"
1527,"ராஜோரி
"
1528,"கும்லா
"
1529,"ரய்ரங்பூர்
"
1530,"குஹாத்தி
"
1531,"கன்னியாகுமரி
"
1532,"குர்தாஸ்பூர்
"
1533,"பரோடா
"
1534,"தின்சுகிய
"
1535,"சுபாவ்ல்
"
1536,"ரங்காரெட்டி
"
1537,"ரத்லம்
"
1538,"தேவ்கர்
"
1539,"அம்பிகாபுர்
"
1540,"பந்ஸ்பாடா
"
1541,"ரோபட்
"
1542,"பிகனேர்
"
1543,"லகீம்பூர்-கிரி
"
1544,"திண்டுக்கல்
"
1545,"சீத்தாபூர்
"
1546,"பேய்துல்
"
1547,"தேவ்கர்
"
1548,"கோட்டையம்
"
1549,"பலாமூ
"
1550,"விசாகப்பட்டிணம்
"
1551,"ராச்சூர்
"
1552,"திண்டுகல்
"
1553,"பாகல்பூர்
"
1554,"பந்டர்பூர்
"
1555,"ஏட்டா
"
1556,"பாண்டிச்சேரி
"
1557,"சொபூர்
"
1558,"திம்மாப்பூர்
"
1559,"ஹமீர்பூர்
"
1560,"பிலிபிட்
"
1561,"பெல்லாரி
"
1562,"சம்பல்பூர்
"
1563,"ஜான்சி
"
1564,"பித்தவ்ராகர்
"
1565,"தில்லி, நியூ டெல்லி
"
1566,"காஞ்சி
"
1567,"மோகோக்சங்
"
1568,"சுந்தர்கர்
"
1569,"ஹமீர்பூர்
"
1570,"சீத்தாபூர்
"
1571,"திருச்சிராப்பள்ளி
"
1572,"லாக்கிம்பூர்
"
1573,"விஜெய்வாடா
"
1574,"தூத்துக்துடி
"
1575,"பீஜப்பூர்
"
1576,"கோயம்பத்தூர்
"
1577,"யஷ்வந்பூர்
"
1578,"பிஜ்னோர்
"
1579,"விஜெய்வாடா
"
1580,"சந்திகார்
"
1581,"ராஜோரி
"
1582,"கன்னவ்ஜ்
"
1583,"பிகனேர்
"
1584,"திருவேன்றம்
"
1585,"நாகப்பட்டினம்
"
1586,"லே
"
1587,"கோலாப்பூர்
"
1588,"நாசிக்
"
1589,"குண்டூர்
"
1590,"காலிகட்
"
1591,"போக்காரோ
"
1592,"ஜபல்பூர்
"
1593,"சங்லங்
"
1594,"மதுரை
"
1595,"ஹங்லாங்
"
1596,"சோலன்
"
1597,"கட்டாக்
"
1598,"பட்டான்கோட்
"
1599,"திருவள்ளூர்
"
1600,"அனந்பூர்
"
1601,"திருவள்ளூர்
"
1602,"புருலியா
"
1603,"கோயம்பத்தூர்
"
1604,"லாக்கிம்பூர்
"
1605,"திருவாரூர்
"
1606,"பன்ஜி
"
1607,"அம்பாலா
"
1608,"பிலிபிட்
"
1609,"உன்னாவ்
"
1610,"பரோடா
"
1611,"கொண்டா
"
1612,"ராய்கர்
"
1613,"தூத்துக்துடி
"
1614,"ஜபல்பூர்
"
1615,"அவ்ரங்காபாத்
"
1616,"திருவேன்றம்
"
1617,"பிபலி
"
1618,"ஆக்ரா
"
1619,"டார்ஜிலிங்
"
1620,"அக்பர்பூர்
"
1621,"நன்டேட்
"
1622,"ஹமீர்பூர்
"
1623,"பங்குடா
"
1624,"ஹோசங்காபாத்
"
1625,"ஆவுடையார் பட்டினம்
"
1626,"ஜரியா
"
1627,"சங்லங்
"
1628,"ஜஸ்பூர்
"
1629,"கம்மம்
"
1630,"மண்டி
"
1631,"அலவார்
"
1632,"திருவள்ளூர்
"
1633,"ஜெய்நகர்
"
1634,"பிகனேர்
"
1635,"மீர்பூர்
"
1636,"ராச்சூர்
"
1637,"காஞ்சி
"
1638,"கொச்சின்
"
1639,"ஹமீர்பூர்
"
1640,"தேவ்கர்
"
1641,"W2.72.கம்மம்
"
1642,"சில்லாங்
"
1643,"காட்சிலா
"
1644,"கோபால்பூர்
"
1645,"உதய்ப்பூர்
"
1646,"படோதரா
"
1647,"திருநெல்வேலி
"
1648,"காட்சிலா
"
1649,"ராய்பூர்
"
1650,"பிகனேர்
"
1651,"முஜாப்பர்பூர்
"
1652,"கூடுகாவ்ங்
"
1653,"ஹமீர்பூர்
"
1654,"பேங்களுர்
"
1655,"கும்லா
"
1656,"மண்டி
"
1657,"பெரம்பலூர்
"
1658,"ஹமீர்பூர்
"
1659,"துரா
"
1660,"ரிஷிகேஷ்
"
1661,"கத்ரா
"
1662,"பிரயாக்
"
1663,"தாம்பரம்
"
1664,"திருச்சூர்
"
1665,"துரா
"
1666,"காட்சிலா
"
1667,"கோயம்பத்தூர்
"
1668,"W2.73.குர்ஜா
"
1669,"பிரோஜாபாத்
"
1670,"ஹனுமான்கர்
"
1671,"பலாமூ
"
1672,"சேலம்
"
1673,"சிரிநகர்
"
1674,"காஞ்சி
"
1675,"திருச்சி
"
1676,"சிரிக்காகூலம்
"
1677,"லூதியானா
"
1678,"திருவேன்றம்
"
1679,"பங்குடா
"
1680,"கம்பில்
"
1681,"நோய்டா
"
1682,"கண்ணியக்குமரி
"
1683,"சங்லங்
"
1684,"ராஞ்சி
"
1685,"திருச்சிராப்பள்ளி
"
1686,"உடுப்பி
"
1687,"பிகின்ட்
"
1688,"திண்டுகல்
"
1689,"காஞ்சி
"
1690,"தஞ்சாவூர்
"
1691,"மதுரை
"
1692,"W2.72.கம்மம்
"
1693,"கடலூர்
"
1694,"பேய்துல்
"
1695,"கும்லா
"
1696,"ஜெய்நகர்
"
1697,"ஜான்சி
"
1698,"காட்டம்பூர்
"
1699,"தூர்க்
"
1700,"வாரனாசி பனாரஸ்
"
1701,"நர்கடியாகஞ்
"
1702,"ராஜ்கார்
"
1703,"ராமநாதபுரம்
"
1704,"கோவா
"
1705,"கூர்கு
"
1706,"கொச்சின்
"
1707,"அதிலாபாத்
"
1708,"ரங்காரெட்டி
"
1709,"ராச்சூர்
"
1710,"கடலூர்
"
1711,"ஈடுகி
"
1712,"ராச்சூர்
"
1713,"விலாஸ்புர்
"
1714,"ஹம்பி
"
1715,"சிக்மங்லூர்
"
1716,"லக்னோ
"
1717,"அனந்த்நாக்
"
1718,"ராஜோரி
"
1719,"தேனி
"
1720,"காலிகட்
"
1721,"போக்காரோ
"
1722,"நாக்பூர்
"
1723,"பைய்சலபாத்
"
1724,"அவ்ரங்காபாத்
"
1725,"ஜல்பைகுடி
"
1726,"காஜிபூர்
"
1727,"ஜலந்தர்
"
1728,"தஞ்சாவூர்
"
1729,"காந்திநகர்
"
1730,"ஹல்த்வானி
"
1731,"புவனேஷ்வர்
"
1732,"டிப்ருகர்
"
1733,"ராஞ்சி
"
1734,"ஊட்டி
"
1735,"கோகிமா
"
1736,"பத்ரக்
"
1737,"ஹனுமான்கர்
"
1738,"இம்பால்
"
1739,"பிஞ்ஜவுர்
"
1740,"போர் பிளேர்
"
1741,"தர்பங்கா
"
1742,"சேலம்
"
1743,"மீர்பூர்
"
1744,"ச்சுடசந்பூர்
"
1745,"மோதிஹரி
"
1746,"திண்டுகல்
"
1747,"ரோஸ்தா
"
1748,"பரிதாபாத்
"
1749,"பிலாஸ்பூர்
"
1750,"சம்பல்பூர்
"
1751,"கொச்சி
"
1752,"கோவா
"
1753,"ஹர்டோய்
"
1754,"பிகனேர்
"
1755,"ஊஸ்மனாபாத்
"
1756,"லகீம்பூர்-கிரி
"
1757,"நன்டேட்
"
1758,"ஜம்தரா
"
1759,"இண்டூர்
"
1760,"பேய்துல்
"
1761,"பத்துவா
"
1762,"பாகல்பூர்
"
1763,"புதுக்கோட்டை
"
1764,"மோதிஹரி
"
1765,"ச்சிந்வடா
"
1766,"கொச்சின்
"
1767,"சிப்லன்
"
1768,"ஜெய்நகர்
"
1769,"பரிதாபாத்
"
1770,"பர்தமான்
"
1771,"ஹலகாபாத்
"
1772,"சீத்தாபூர்
"
1773,"திருச்சிராப்பள்ளி
"
1774,"கூச்பிஹார்
"
1775,"ஹங்லாங்
"
1776,"ஹாப்லங்
"
1777,"பிகார் ஷரிப்
"
1778,"பத்தேகட்
"
1779,"மெசனா
"
1780,"ஜாம்நகர்
"
1781,"பெல்கோவ்
"
1782,"பீகார்
"
1783,"மாதேபூர்
"
1784,"வில்லியம்நகர்
"
1785,"பில்வாடா
"
1786,"தூத்துக்துடி
"
1787,"குண்டூர்
"
1788,"சத்ரா
"
1789,"ராஜ்கோட்
"
1790,"தர்பங்கா
"
1791,"டிகம்கர்
"
1792,"காவத்தி
"
1793,"விலாஸ்புர்
"
1794,"இம்பால்
"
1795,"கடலூர்
"
1796,"உதய்ப்பூர்
"
1797,"அகோலா
"
1798,"மைசூர்
"
1799,"ரத்னாகார்
"
1800,"அஜ்மீர்
"
1801,"ராஜ்கோட்
"
1802,"ஜான்சி
"
1803,"திம்மாப்பூர்
"
1804,"குல்லு
"
1805,"அக்பர்பூர்
"
1806,"திருச்சிராப்பள்ளி
"
1807,"ஜெய்பூர்
"
1808,"ராஜோரி
"
1809,"நாசிக்
"
1810,"திருச்சிராப்பள்ளி
"
1811,"பரவ்னி
"
1812,"குவாலியர்
"
1813,"W2.74.கங்டோக்
"
1814,"ஹரிடவார்
"
1815,"போக்காரோ
"
1816,"காவத்தி
"
1817,"விழுப்புரம்
"
1818,"ராமநாதபுரம்
"
1819,"சிமாதேகா
"
1820,"மும்பை
"
1821,"வாரங்கல்
"
1822,"வெல்லூர்
"
1823,"ரோபட்
"
1824,"தன்பாத்
"
1825,"இண்டூர்
"
1826,"கத்ரா
"
1827,"பந்டர்பூர்
"
1828,"மெசனா
"
1829,"சேனாபதி
"
1830,"வாரங்கல்
"
1831,"ஹஜாரிபாக்
"
1832,"காகரியா
"
1833,"மும்பை
"
1834,"திருச்சிராப்பள்ளி
"
1835,"சிம்லா
"
1836,"பிபலி
"
1837,"புவனேஷ்வர்
"
1838,"அதிலாபாத்
"
1839,"கூச்பிஹார்
"
1840,"தேனீ
"
1841,"விஜெய்வாடா
"
1842,"திண்டுக்கல்
"
1843,"ஹஜாரிபாக்
"
1844,"ராமநாதபுரம்
"
1845,"வெல்லூர்
"
1846,"கொச்சி
"
1847,"லே
"
1848,"பலாமூ
"
1849,"பிரயாக்
"
1850,"பரோடா
"
1851,"W2.73.குர்ஜா
"
1852,"கயா
"
1853,"விஜெய்வாடா
"
1854,"ஈடாரசி
"
1855,"சிப்லன்
"
1856,"ஈரோடு
"
1857,"வர்தா
"
1858,"கொட்டா
"
1859,"பாவபூரி
"
1860,"புவனேஷ்வர்
"
1861,"கூடுகாவ்ங்
"
1862,"ஹாப்லங்
"
1863,"காஞ்சிபுரம்
"
1864,"ரத்னகிரி
"
